stimulus,condition,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text_2.started,instructions.stopped,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,thank_you.started,text_3.started,thank_you.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.018324699951335788,0.042559599969536066,10.01256059994921,,,,,,,,,,,,,,tanisha,2024-12-01_18h11.54.445,solo_project,2024.1.5,None,2024-12-01 18h12.09.208707 +0530,
cardinal  ,control,y,0,0,0,28,10.070738599984907,,,,,10.041473799967207,10.070738599984907,10.521490799961612,10.521490799961612,10.572649999987334,12.089492000057362,y,1,1.5423896999564022,None,,,,tanisha,2024-12-01_18h11.54.445,solo_project,2024.1.5,None,2024-12-01 18h12.09.208707 +0530,
sontament,vvrl,n,0,1,1,39,12.106395800015889,,,,,12.09148709999863,12.106395800015889,12.606711899978109,12.606711899978109,12.624956900021061,14.352343200007454,n,1,1.7294267000397667,None,,,,tanisha,2024-12-01_18h11.54.445,solo_project,2024.1.5,None,2024-12-01 18h12.09.208707 +0530,
capecoty,vvrl,n,0,2,2,1,14.375456799985841,,,,,14.353558899951167,14.375456799985841,14.877574900048785,14.877574900048785,14.877574900048785,17.421505099977367,n,1,2.5240040000062436,None,,,,tanisha,2024-12-01_18h11.54.445,solo_project,2024.1.5,None,2024-12-01 18h12.09.208707 +0530,
regolir,vvrl,n,0,3,3,13,17.445480499998666,,,,,17.422768700052984,17.445480499998666,17.94619960000273,17.94619960000273,17.964141099946573,19.458863600040786,n,1,1.511005499982275,None,,,,tanisha,2024-12-01_18h11.54.445,solo_project,2024.1.5,None,2024-12-01 18h12.09.208707 +0530,
cifuteria,vvrl,n,0,4,4,11,19.481114899972454,,,,,19.460095799993724,19.481114899972454,19.981557499966584,19.981557499966584,19.999733899952844,21.059740800061263,n,1,1.0730514000169933,None,,,,tanisha,2024-12-01_18h11.54.445,solo_project,2024.1.5,None,2024-12-01 18h12.09.208707 +0530,
capotel,vvrl,n,0,5,5,15,21.08264739997685,,,,,21.06096949998755,21.08264739997685,21.583756700041704,21.583756700041704,21.601680799969472,23.028600999969058,n,1,1.4378931999672204,None,,,,tanisha,2024-12-01_18h11.54.445,solo_project,2024.1.5,None,2024-12-01 18h12.09.208707 +0530,
academy  ,control,y,0,6,6,26,23.051429399987683,,,,,23.029806999955326,23.051429399987683,23.552651199977845,23.552651199977845,23.570524499984458,24.161720099975355,y,1,0.6034019000362605,None,,,,tanisha,2024-12-01_18h11.54.445,solo_project,2024.1.5,None,2024-12-01 18h12.09.208707 +0530,
porint,vvrl,n,0,7,7,25,24.186374000040814,,,,,24.16290510003455,24.186374000040814,24.687131499988027,24.687131499988027,24.705055800033733,26.048610999947414,n,1,1.3586325000505894,None,,,,tanisha,2024-12-01_18h11.54.445,solo_project,2024.1.5,None,2024-12-01 18h12.09.208707 +0530,
resident  ,control,y,0,8,8,2,26.071565699996427,,,,,26.04965749999974,26.071565699996427,26.572083199978806,26.572083199978806,26.59018079994712,27.331659800023772,y,1,0.7512044999748468,None,,,,tanisha,2024-12-01_18h11.54.445,solo_project,2024.1.5,None,2024-12-01 18h12.09.208707 +0530,
