stimulus,condition,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text_2.started,instructions.stopped,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,thank_you.started,text_3.started,thank_you.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.0191558999940753,0.032095200032927096,10.001554199960083,,,,,,,,,,,,,,tanisha,2024-12-01_18h14.11.074,solo_project,2024.1.5,None,2024-12-01 18h14.24.852900 +0530,
mifikary,ccrl,n,0,0,0,29,10.059261100017466,,,,,10.037366000004113,10.059261100017466,10.526731299934909,10.526731299934909,10.578174300026149,12.318037000019103,n,1,1.7773946999805048,None,,,,tanisha,2024-12-01_18h14.11.074,solo_project,2024.1.5,None,2024-12-01 18h14.24.852900 +0530,
military  ,control,y,0,1,1,28,12.345273999962956,,,,,12.320767299970612,12.345273999962956,12.845885399961844,12.845885399961844,12.863952799933031,13.538751399959438,y,1,0.6717663999879733,None,,,,tanisha,2024-12-01_18h14.11.074,solo_project,2024.1.5,None,2024-12-01 18h14.24.852900 +0530,
menowy,ccrl,n,0,2,2,15,13.56327219994273,,,,,13.539956199936569,13.56327219994273,14.063987100031227,14.063987100031227,14.082226100028493,15.992805399931967,n,1,1.9155521999346092,None,,,,tanisha,2024-12-01_18h14.11.074,solo_project,2024.1.5,None,2024-12-01 18h14.24.852900 +0530,
density  ,control,y,0,3,3,10,16.016035299981013,,,,,15.994027299922891,16.016035299981013,16.516750999959186,16.516750999959186,16.53487650002353,17.277432200033218,y,1,0.7437944000121206,None,,,,tanisha,2024-12-01_18h14.11.074,solo_project,2024.1.5,None,2024-12-01 18h14.24.852900 +0530,
recile,ccrl,n,0,4,4,9,17.300759200006723,,,,,17.278653100016527,17.300759200006723,17.801278800005093,17.801278800005093,17.819836399983615,18.512215499999,y,0,0.7093966000247747,None,,,,tanisha,2024-12-01_18h14.11.074,solo_project,2024.1.5,None,2024-12-01 18h14.24.852900 +0530,
saline  ,control,y,0,5,5,38,18.535517600015737,,,,,18.51349719997961,18.535517600015737,19.036102299927734,19.036102299927734,19.054076900007203,19.828836099943146,y,1,0.7627150999614969,None,,,,tanisha,2024-12-01_18h14.11.074,solo_project,2024.1.5,None,2024-12-01 18h14.24.852900 +0530,
provide  ,control,y,0,6,6,24,19.852901399950497,,,,,19.83006970002316,19.852901399950497,20.3541111999657,20.3541111999657,20.372282200027257,20.9299201000249,y,1,0.5494425999931991,None,,,,tanisha,2024-12-01_18h14.11.074,solo_project,2024.1.5,None,2024-12-01 18h14.24.852900 +0530,
helicage,ccrl,n,0,7,7,3,20.954677399946377,,,,,20.931165299960412,20.954677399946377,21.455446199979633,21.455446199979633,21.473669999977574,27.754807199933566,n,1,6.288432099972852,None,,,,tanisha,2024-12-01_18h14.11.074,solo_project,2024.1.5,None,2024-12-01 18h14.24.852900 +0530,
consider  ,control,y,0,8,8,4,27.778865300002508,,,,,27.75608259998262,27.778865300002508,28.263142499956302,28.263142499956302,28.296196199953556,28.888485500006936,y,1,0.5929257000098005,None,,,,tanisha,2024-12-01_18h14.11.074,solo_project,2024.1.5,None,2024-12-01 18h14.24.852900 +0530,
bewoted,ccrl,n,0,9,9,21,28.91354209999554,,,,,28.88973910000641,28.91354209999554,29.413676899974234,29.413676899974234,29.431325300014578,30.257553400006145,n,1,0.8304159000981599,None,,,,tanisha,2024-12-01_18h14.11.074,solo_project,2024.1.5,None,2024-12-01 18h14.24.852900 +0530,
policy  ,control,y,0,10,10,6,30.281446399982087,,,,,30.258748900028877,30.281446399982087,30.78230970003642,30.78230970003642,30.800061799935065,31.510612500016578,y,1,0.7168879999080673,None,,,,tanisha,2024-12-01_18h14.11.074,solo_project,2024.1.5,None,2024-12-01 18h14.24.852900 +0530,
memory  ,control,y,0,11,11,14,31.53299600002356,,,,,31.512237299932167,31.53299600002356,32.03502449998632,32.03502449998632,32.03502449998632,32.62778249999974,y,1,0.5832278999732807,None,,,,tanisha,2024-12-01_18h14.11.074,solo_project,2024.1.5,None,2024-12-01 18h14.24.852900 +0530,
repifion,ccrl,n,0,12,12,17,32.65083489997778,,,,,32.62901509995572,32.65083489997778,33.15139619994443,33.15139619994443,33.16911030001938,34.26318969996646,n,1,1.104394800029695,None,,,,tanisha,2024-12-01_18h14.11.074,solo_project,2024.1.5,None,2024-12-01 18h14.24.852900 +0530,
indicate  ,control,y,0,13,13,0,34.286199699970894,,,,,34.264538799994625,34.286199699970894,34.7865975999739,34.7865975999739,34.8051549999509,35.3640198999783,y,1,0.5631845999741927,None,,,,tanisha,2024-12-01_18h14.11.074,solo_project,2024.1.5,None,2024-12-01 18h14.24.852900 +0530,
