stimulus,condition,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text_2.started,instructions.stopped,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,thank_you.started,text_3.started,thank_you.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.023027700022794306,0.04695800004992634,10.000653499970213,,,,,,,,,,,,,,tanisha,2024-12-01_18h16.21.208,solo_project,2024.1.5,None,2024-12-01 18h16.35.867044 +0530,
ceremony  ,control,y,0,0,0,18,10.058513200026937,,,,,10.029213499976322,10.058513200026937,10.525729599990882,10.525729599990882,10.577323799952865,11.948772800038569,y,1,1.3971094000153244,None,,,,tanisha,2024-12-01_18h16.21.208,solo_project,2024.1.5,None,2024-12-01 18h16.35.867044 +0530,
proposal  ,control,y,0,1,1,6,11.977249099989422,,,,,11.95056869997643,11.977249099989422,12.47781449998729,12.47781449998729,12.49596129998099,13.32048009999562,y,1,0.8194079999811947,None,,,,tanisha,2024-12-01_18h16.21.208,solo_project,2024.1.5,None,2024-12-01 18h16.35.867044 +0530,
propasol,vvtl,n,0,2,2,7,13.345486200065352,,,,,13.32184029999189,13.345486200065352,13.846010299981572,13.846010299981572,13.864174899994396,14.85614509996958,n,1,0.9803725000238046,None,,,,tanisha,2024-12-01_18h16.21.208,solo_project,2024.1.5,None,2024-12-01 18h16.35.867044 +0530,
marginal  ,control,y,0,3,3,24,14.880484399967827,,,,,14.857372300000861,14.880484399967827,15.381513000000268,15.381513000000268,15.414607199956663,16.47426849999465,y,1,1.0710970999207348,None,,,,tanisha,2024-12-01_18h16.21.208,solo_project,2024.1.5,None,2024-12-01 18h16.35.867044 +0530,
mastike,vvtl,n,0,4,4,37,16.4988633999601,,,,,16.47548070002813,16.4988633999601,16.99936430004891,16.99936430004891,17.01715480000712,18.028008900000714,n,1,1.0179382000351325,None,,,,tanisha,2024-12-01_18h16.21.208,solo_project,2024.1.5,None,2024-12-01 18h16.35.867044 +0530,
mirganal,vvtl,n,0,5,5,25,18.05050640006084,,,,,18.029306899989024,18.05050640006084,18.551179100060835,18.551179100060835,18.569303900003433,19.528051999979652,n,1,0.971668399986811,None,,,,tanisha,2024-12-01_18h16.21.208,solo_project,2024.1.5,None,2024-12-01 18h16.35.867044 +0530,
trubite,vvtl,n,0,6,6,15,19.552355300053023,,,,,19.529266400029883,19.552355300053023,20.053442200063728,20.053442200063728,20.071004900033586,20.912731899996288,n,1,0.848617099924013,None,,,,tanisha,2024-12-01_18h16.21.208,solo_project,2024.1.5,None,2024-12-01 18h16.35.867044 +0530,
specific  ,control,y,0,7,7,10,20.93710540002212,,,,,20.913992200046778,20.93710540002212,21.437778200022876,21.437778200022876,21.45585430006031,22.34699280001223,y,1,0.8873840998858213,None,,,,tanisha,2024-12-01_18h16.21.208,solo_project,2024.1.5,None,2024-12-01 18h16.35.867044 +0530,
stelon,vvtl,n,0,8,8,31,22.372023800038733,,,,,22.348457199987024,22.372023800038733,22.872797399992123,22.872797399992123,22.890701600001194,23.698904399992898,n,1,0.7957688000751659,None,,,,tanisha,2024-12-01_18h16.21.208,solo_project,2024.1.5,None,2024-12-01 18h16.35.867044 +0530,
delicate  ,control,y,0,9,9,28,23.723828200018033,,,,,23.70012100005988,23.723828200018033,24.240919500007294,24.240919500007294,24.240919500007294,24.867290399968624,y,1,0.6079588000429794,None,,,,tanisha,2024-12-01_18h16.21.208,solo_project,2024.1.5,None,2024-12-01 18h16.35.867044 +0530,
mistake  ,control,y,0,10,10,36,24.89144509995822,,,,,24.868696799967438,24.89144509995822,25.392206800053827,25.392206800053827,25.42558529996313,25.954048400046304,y,1,0.5538247000658885,None,,,,tanisha,2024-12-01_18h16.21.208,solo_project,2024.1.5,None,2024-12-01 18h16.35.867044 +0530,
comedy  ,control,y,0,11,11,34,25.975975699955598,,,,,25.955310699995607,25.975975699955598,26.476547199999914,26.476547199999914,26.494911000016145,27.036039100028574,y,1,0.5339057999663055,None,,,,tanisha,2024-12-01_18h16.21.208,solo_project,2024.1.5,None,2024-12-01 18h16.35.867044 +0530,
tribute  ,control,y,0,12,12,14,27.06050200003665,,,,,27.037262700032443,27.06050200003665,27.561052700039,27.561052700039,27.57909190002829,28.303440700052306,y,1,0.7118900999194011,None,,,,tanisha,2024-12-01_18h16.21.208,solo_project,2024.1.5,None,2024-12-01 18h16.35.867044 +0530,
ametaur,vvtl,n,0,13,13,21,28.32858099997975,,,,,28.30469090002589,28.32858099997975,28.82905810000375,28.82905810000375,28.847259900067,30.155655000009574,n,1,1.308366300072521,None,,,,tanisha,2024-12-01_18h16.21.208,solo_project,2024.1.5,None,2024-12-01 18h16.35.867044 +0530,
catogery,vvtl,n,0,14,14,17,30.18060089997016,,,,,30.156895100022666,30.18060089997016,30.681443799985573,30.681443799985573,30.699451499967836,31.70728119998239,n,1,1.0091272999998182,None,,,,tanisha,2024-12-01_18h16.21.208,solo_project,2024.1.5,None,2024-12-01 18h16.35.867044 +0530,
lacote,vvtl,n,0,15,15,33,31.732122499961406,,,,,31.708489799988456,31.732122499961406,32.23279579996597,32.23279579996597,32.2660563000245,33.294500899966806,n,1,1.0484987000236288,None,,,,tanisha,2024-12-01_18h16.21.208,solo_project,2024.1.5,None,2024-12-01 18h16.35.867044 +0530,
