reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
11,30,7,5,3,38,0,62.9230341000075,,62.89943829999538,62.9230341000075,63.92402140000195,63.92402140000195,63.941622900005314,64.53423590000602,l,0.6064030999987153,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
49,60,89,5,4,39,4,64.55787839999539,,64.53588710000622,64.55787839999539,65.55905739999434,65.55905739999434,65.57681460000458,66.01932999999553,t,0.45585579999897163,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
27,30,21,5,5,40,2,66.04282760000206,,66.02077519999875,66.04282760000206,67.04398879999644,67.04398879999644,67.06172189999779,67.50415510000312,t,0.4519530000106897,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
67,75,119,5,6,41,5,67.52775799999654,,67.50573040000745,67.52775799999654,68.52885869999591,68.52885869999591,68.54664640000556,69.12243790000502,t,0.5834948999981862,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
49,60,89,6,0,42,4,69.1462593000033,,69.12400490000437,69.1462593000033,70.14748719999625,70.14748719999625,70.16508099999919,70.69108020000567,t,0.533881499999552,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
40,55,62,6,1,43,3,70.71456279999984,,70.69258360000094,70.71456279999984,71.71576439999626,71.71576439999626,71.73350180000125,72.22579159999441,t,0.4988275000068825,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
11,30,7,6,2,44,0,72.24963819999539,,72.22720730000583,72.24963819999539,73.23559199999727,73.23559199999727,73.25218589999713,73.87581710000813,l,0.6232442000036826,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
27,30,21,6,3,45,2,73.90185710000515,,73.87677620000613,73.90185710000515,74.88757659999828,74.88757659999828,74.90414159999636,75.42737550000311,t,0.5336629999947036,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
78,80,162,6,4,46,6,75.45356110000284,,75.42833300000348,75.45356110000284,76.43929419999768,76.43929419999768,76.45586640000693,77.04477049999696,t,0.593530500002089,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
67,75,119,6,5,47,5,77.07198300000164,,77.04575730000215,77.07198300000164,78.07281660000444,78.07281660000444,78.09048800000164,78.58286920000683,t,0.49963400000706315,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
15,35,13,6,6,48,1,78.60671789999469,,78.58432419999735,78.60671789999469,79.60784589999821,79.60784589999821,79.62545380000665,80.55158400000073,t,0.9296978000056697,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
11,30,7,7,0,49,0,80.57562329999928,,80.55302069999743,80.57562329999928,81.57668349999585,81.57668349999585,81.59423820000666,82.08670050000364,l,0.5079878999968059,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
78,80,162,7,1,50,6,82.11037930000748,,82.08813930000179,82.11037930000748,83.11146960000042,83.11146960000042,83.12923839999712,83.53695890000381,t,0.3923658000130672,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
15,35,13,7,2,51,1,83.5619735000073,,83.53838640000322,83.5619735000073,84.56306400000176,84.56306400000176,84.5809142000071,84.9897781000036,t,0.41390600000158884,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
40,55,62,7,3,52,3,85.01354040000297,,84.9912120999943,85.01354040000297,86.01474929999677,86.01474929999677,86.03237909999734,86.47357099999499,t,0.4294651999953203,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
27,30,21,7,4,53,2,86.4985699999961,,86.47500639999635,86.4985699999961,87.49958830000833,87.49958830000833,87.51741810000385,88.02706920000492,t,0.5257046000042465,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
67,75,119,7,5,54,5,88.05045419999806,,88.0285167999973,88.05045419999806,89.05130360000476,89.05130360000476,89.06906360000721,89.59479040000588,t,0.5291691000020364,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
49,60,89,7,6,55,4,89.61855870000727,,89.59620290000748,89.61855870000727,90.61972400000377,90.61972400000377,90.63749009999447,91.04710769999656,t,0.417049900002894,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
49,60,89,8,0,56,4,91.07017390000692,,91.04855819999648,91.07017390000692,92.07139389999793,92.07139389999793,92.08905350000714,92.48189140000613,t,0.3957475000061095,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
40,55,62,8,1,57,3,92.50503499999468,,92.48331399999734,92.50503499999468,93.50615169999946,93.50615169999946,93.52394739999727,94.06676519999746,t,0.5581990000064252,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
27,30,21,8,2,58,2,94.09013050000067,,94.06823360000271,94.09013050000067,95.09129900000698,95.09129900000698,95.10905100000673,95.73501059999398,t,0.6353128999908222,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
67,75,119,8,3,59,5,95.75874320000003,,95.73645520000719,95.75874320000003,96.75974680000218,96.75974680000218,96.77749969999422,97.38623669999652,t,0.6229495000006864,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
15,35,13,8,4,60,1,97.41041949999635,,97.38767349999398,97.41041949999635,98.41148229999817,98.41148229999817,98.42931799999496,99.45561620000808,t,1.0324967999913497,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
11,30,7,8,5,61,0,99.47949090000475,,99.45707269999548,99.47949090000475,100.48084089999611,100.48084089999611,100.49818500000401,100.89084190000722,l,0.408207600004971,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
78,80,162,8,6,62,6,100.91442699999607,,100.89225119999901,100.91442699999607,101.91551989999425,101.91551989999425,101.93312529999821,102.54228199999488,t,0.6148901999986265,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
27,30,21,9,0,63,2,102.56604109999898,,102.54371610000089,102.56604109999898,103.56752409999899,103.56752409999899,103.58490400000301,103.96084529999644,t,0.3897735999926226,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
67,75,119,9,1,64,5,103.98449509999773,,103.96232580000651,103.98449509999773,104.98536790000799,104.98536790000799,105.00313939999614,105.46203650000098,t,0.46406610000121873,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
40,55,62,9,2,65,3,105.48588419999578,,105.46346420000191,105.48588419999578,106.48696300000302,106.48696300000302,106.50479039999482,106.88036399999692,t,0.3828205000027083,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
11,30,7,9,3,66,0,106.90416350000305,,106.88180070000817,106.90416350000305,107.90519059999497,107.90519059999497,107.92303000000538,108.53104679999524,l,0.6018092000012984,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
15,35,13,9,4,67,1,108.5561219999945,,108.53246529999888,108.5561219999945,109.55706370000553,109.55706370000553,109.5748001000029,110.36773060000269,t,0.8051666999963345,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
49,60,89,9,5,68,4,110.39128830000118,,110.36915959999897,110.39128830000118,111.39303940000536,111.39303940000536,111.42576840000402,112.07064629999513,t,0.6496859000035329,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
78,80,162,9,6,69,6,112.09335510000528,,112.07212789999903,112.09335510000528,113.0945139999967,113.0945139999967,113.11217730000499,113.53825650000363,t,0.43928109999978915,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
27,30,21,10,0,70,2,113.56178210000508,,113.53968309999618,113.56178210000508,114.5625510999962,114.5625510999962,114.5802512000082,115.28956889999972,t,0.7157202999951551,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
49,60,89,10,1,71,4,115.31329079999705,,115.29099069999938,115.31329079999705,116.31437130000268,116.31437130000268,116.33222929999465,116.97482129999844,t,0.6448348999983864,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
78,80,162,10,2,72,6,116.99845410000125,,116.97623699999531,116.99845410000125,117.99956369999563,117.99956369999563,118.01735300000291,118.7585689999978,t,0.7262016000022413,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
67,75,119,10,3,73,5,118.78382969999802,,118.7600065000006,118.78382969999802,119.78485900000669,119.78485900000669,119.80276649999723,120.42861699999776,t,0.6379183000099147,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
15,35,13,10,4,74,1,120.45248190000711,,120.43001619999995,120.45248190000711,121.45358820000547,121.45358820000547,121.47112830000697,122.29753690000507,t,0.8313711999944644,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
40,55,62,10,5,75,3,122.32117870000366,,122.29898669999966,122.32117870000366,123.3222492000059,123.3222492000059,123.33977340000274,124.06604590000643,t,0.732009500003187,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
11,30,7,10,6,76,0,124.08994210000674,,124.06749099999433,124.08994210000674,125.09067099999811,125.09067099999811,125.10852219999651,125.68420869999682,l,0.5848291000002064,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
40,55,62,11,0,77,3,125.70801400000346,,125.68563399999402,125.70801400000346,126.70913079999445,126.70913079999445,126.72692210000241,127.30257719999645,t,0.5805856000079075,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
78,80,162,11,1,78,6,127.32639560000098,,127.30401279999933,127.32639560000098,128.32750579999993,128.32750579999993,128.34527970000636,129.02206440000737,t,0.6878645999968285,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
27,30,21,11,2,79,2,129.04505260000587,,129.02350379999552,129.04505260000587,130.0460613000032,130.0460613000032,130.06383970000024,130.60613329999615,t,0.5465372999897227,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
49,60,89,11,3,80,4,130.63001870000153,,130.60754579999775,130.63001870000153,131.63110980000056,131.63110980000056,131.6489322999987,132.3568726999947,t,0.6926966000028187,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
11,30,7,11,4,81,0,132.38191480000387,,132.35829889999877,132.38191480000387,133.38304709999647,133.38304709999647,133.40080669999588,134.0937000999984,l,0.70877759999712,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
15,35,13,11,5,82,1,134.11720100000093,,134.09514770000533,134.11720100000093,135.1182969000074,135.1182969000074,135.1362181000004,137.09666120000475,t,1.9758345000009285,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
67,75,119,11,6,83,5,137.12042010000732,,137.09810170000128,137.12042010000732,138.12149999999383,138.12149999999383,138.1393468000024,138.56487709999783,t,0.43673020000278484,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
27,30,21,12,0,84,2,138.58871490000456,,138.56632600000012,138.58871490000456,139.5898257999943,139.5898257999943,139.60758609999903,140.26686069999414,t,0.6715531999943778,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
67,75,119,12,1,85,5,140.29056209999544,,140.26829019999423,140.29056209999544,141.29165790000116,141.29165790000116,141.30945339999744,141.73561150000023,t,0.4378777999954764,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
49,60,89,12,2,86,4,141.75891210000555,,141.73701569999685,141.75891210000555,142.75993529999687,142.75993529999687,142.77778210000542,143.43554279999807,t,0.6427669000113383,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
40,55,62,12,3,87,3,143.46072400000412,,143.4370540999953,143.46072400000412,144.46184950000315,144.46184950000315,144.47961310000392,145.7052296000038,t,1.2104587000067113,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
11,30,7,12,4,88,0,145.72987589999684,,145.70665100000042,145.72987589999684,146.73119609999412,146.73119609999412,146.74867250000534,147.3079979000031,l,0.5752173999935621,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
15,35,13,12,5,89,1,147.33207580000453,,147.3095644999994,147.33207580000453,148.33292050000455,148.33292050000455,148.35043340000266,148.95971910000662,t,0.6151126999902772,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
78,80,162,12,6,90,6,148.9834136999998,,148.96118600000045,148.9834136999998,149.9849596999993,149.9849596999993,150.00229659999604,150.66206740000052,t,0.6695749999926193,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
40,55,62,13,0,91,3,150.68547700000636,,150.6635352000012,150.68547700000636,151.68657160000294,151.68657160000294,151.70434430000023,152.38002219999908,t,0.6764809000014793,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
49,60,89,13,1,92,4,152.40407699999923,,152.38147770000796,152.40407699999923,153.40503860000172,153.40503860000172,153.42272859999503,153.98208709999744,t,0.5647361000010278,None,507725,001,2024-11-21_10h07.59.652,delay_discounting_task,2024.1.5,None,2024-11-21 10h08.08.681569 +0530,
