stimulus,condition,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text_2.started,instructions.stopped,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,thank_you.started,text_3.started,thank_you.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.02795939997304231,0.04981899994891137,10.003287600004114,,,,,,,,,,,,,,sim,2024-12-01_12h08.13.085,solo_project,2024.1.5,None,2024-12-01 12h08.28.846206 +0530,
propasol,vvtl,n,0,0,0,7,10.061474499991164,,,,,10.034585400018841,10.061474499991164,10.545140899950638,10.545140899950638,10.578852799953893,11.299646999919787,n,1,0.7338742999127135,None,,,,sim,2024-12-01_12h08.13.085,solo_project,2024.1.5,None,2024-12-01 12h08.28.846206 +0530,
spicefic,vvtl,n,0,1,1,11,11.32931760000065,,,,,11.302586099947803,11.32931760000065,11.83004659996368,11.83004659996368,11.848228399991058,12.488957699970342,n,1,0.6447493999730796,None,,,,sim,2024-12-01_12h08.13.085,solo_project,2024.1.5,None,2024-12-01 12h08.28.846206 +0530,
lacote,vvtl,n,0,2,2,33,12.514225199935026,,,,,12.490159599925391,12.514225199935026,13.014506999985315,13.014506999985315,13.032806399976835,13.891127299983054,n,1,0.8507376000052318,None,,,,sim,2024-12-01_12h08.13.085,solo_project,2024.1.5,None,2024-12-01 12h08.28.846206 +0530,
stolen  ,control,y,0,3,3,30,13.91542859992478,,,,,13.892350399983115,13.91542859992478,14.43297069997061,14.43297069997061,14.43297069997061,14.992688899976201,y,1,0.5494020999176428,None,,,,sim,2024-12-01_12h08.13.085,solo_project,2024.1.5,None,2024-12-01 12h08.28.846206 +0530,
mistake  ,control,y,0,4,4,36,15.016791199916042,,,,,14.994259899947792,15.016791199916042,15.517479699919932,15.517479699919932,15.535044500022195,15.993263999931514,y,1,0.44500010006595403,None,,,,sim,2024-12-01_12h08.13.085,solo_project,2024.1.5,None,2024-12-01 12h08.28.846206 +0530,
decade  ,control,y,0,5,5,38,16.017894099932164,,,,,15.99501259997487,16.017894099932164,16.520195099990815,16.520195099990815,16.520195099990815,17.11293239996303,y,1,0.5765232000267133,None,,,,sim,2024-12-01_12h08.13.085,solo_project,2024.1.5,None,2024-12-01 12h08.28.846206 +0530,
specimen  ,control,y,0,6,6,12,17.135832599946298,,,,,17.11438189994078,17.135832599946298,17.636283100000583,17.636283100000583,17.654051600024104,18.213319599977694,y,1,0.5738885999890044,None,,,,sim,2024-12-01_12h08.13.085,solo_project,2024.1.5,None,2024-12-01 12h08.28.846206 +0530,
validity  ,control,y,0,7,7,26,18.23662839992903,,,,,18.214624500018544,18.23662839992903,18.739000399946235,18.739000399946235,18.739000399946235,19.315355099970475,y,1,0.5662447999930009,None,,,,sim,2024-12-01_12h08.13.085,solo_project,2024.1.5,None,2024-12-01 12h08.28.846206 +0530,
catogery,vvtl,n,0,8,8,17,19.338217800017446,,,,,19.316614100011066,19.338217800017446,19.83919899992179,19.83919899992179,19.83919899992179,20.548891599988565,n,1,0.6883713999995962,None,,,,sim,2024-12-01_12h08.13.085,solo_project,2024.1.5,None,2024-12-01 12h08.28.846206 +0530,
viladity,vvtl,n,0,9,9,27,20.57284139993135,,,,,20.55008660000749,20.57284139993135,21.073316099937074,21.073316099937074,21.091372499940917,21.83319669996854,n,1,0.7514859000220895,None,,,,sim,2024-12-01_12h08.13.085,solo_project,2024.1.5,None,2024-12-01 12h08.28.846206 +0530,
midecine,vvtl,n,0,10,10,3,21.857598199974746,,,,,21.834432699950412,21.857598199974746,22.358430800028145,22.358430800028145,22.37678849999793,22.95185129996389,n,1,0.5786420999793336,None,,,,sim,2024-12-01_12h08.13.085,solo_project,2024.1.5,None,2024-12-01 12h08.28.846206 +0530,
delacite,vvtl,n,0,11,11,29,22.975648000021465,,,,,22.953090699971654,22.975648000021465,23.476077299914323,23.476077299914323,23.494213299942203,24.171653699944727,n,1,0.6908036000095308,None,,,,sim,2024-12-01_12h08.13.085,solo_project,2024.1.5,None,2024-12-01 12h08.28.846206 +0530,
