study_word,test_word,reference,old_new,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,slider.response,slider.rt,test_phase.started,text_2.started,textbox.started,text_3.started,mouse.started,test_phase.stopped,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
chart,,,,0,12,12,6,,,,,10.501893799984828,,10.465614999993704,10.501893799984828,10.501893799984828,11.16979309997987,1,0.6542440999764949,,,,,,,,,,,,,,,793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
police,,,,0,13,13,12,,,,,11.202648999984376,,11.17049579997547,11.202648999984376,11.202648999984376,11.881306299939752,1,0.6634632999775931,,,,,,,,,,,,,,,793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
pastry,,,,0,14,14,9,,,,,11.91999520000536,,11.881882400019094,11.91999520000536,11.91999520000536,12.554423399968073,1,0.6122869000537321,,,,,,,,,,,,,,,793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
,c_s_io_,cushion,old,,,,,0,0,0,14,12.587459399946965,,,,,,,,12.568375799921341,12.587459399946965,12.587459399946965,12.587459399946965,0.018747100024484098,21.85991879994981,"cushion
",[0.06],[-0.2966666666666667],[1],[0],[0],[9.285298899980262],['text_3'],793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
,v_s_,vase,new,,,,,0,1,1,17,21.89802600000985,,,,,,,,21.86350300000049,21.89802600000985,21.89802600000985,21.89802600000985,0.009256199933588505,26.162270699976943,vase,[0.06],[-0.2966666666666667],[1],[0],[0],[4.288905099965632],['text_3'],793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
,_ou_e,mouse,old,,,,,0,2,2,3,26.203498699935153,,,,,,,,26.164010599954054,26.203498699935153,26.203498699935153,26.203498699935153,0.005759399966336787,29.566375499940477,mouse,[0.06],[-0.2966666666666667],[1],[0],[0],[3.3959518000483513],['text_3'],793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
,c_s_,case,old,,,,,0,3,3,5,29.59060429991223,,,,,,,,29.568010999937542,29.59060429991223,29.59060429991223,29.59060429991223,0.005237000063061714,32.70268879993819,case,[0.06166666666666667],[-0.2966666666666667],[1],[0],[0],[3.128938600071706],['text_3'],793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
,bo_t_e,bottle,new,,,,,0,4,4,18,32.74383139994461,,,,,,,,32.7044251000043,32.74383139994461,32.74383139994461,32.74383139994461,0.00542709999717772,37.55934699997306,bottle,[0.058333333333333334],[-0.2966666666666667],[1],[0],[0],[4.848827700014226],['text_3'],793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
,ta_l_,table,old,,,,,0,5,5,15,37.5990975999739,,,,,,,,37.561303499969654,37.5990975999739,37.5990975999739,37.5990975999739,0.006791100022383034,45.75043239991646,tails,[0.058333333333333334],[-0.2966666666666667],[1],[0],[0],[8.181734099984169],['text_3'],793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
,l_pt_p,laptop,old,,,,,0,6,6,0,45.774520899984054,,,,,,,,45.75230599998031,45.774520899984054,45.774520899984054,45.774520899984054,0.006076899939216673,49.70442490000278,laptop,[0.058333333333333334],[-0.295],[1],[0],[0],[3.9454938999842852],['text_3'],793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
,_ho_e,phone,old,,,,,0,7,7,12,49.745813999907114,,,,,,,,49.70631359994877,49.745813999907114,49.745813999907114,49.745813999907114,0.005780100007541478,58.631833099992946,shore,[0.058333333333333334],[-0.295],[1],[0],[0],[8.919138600002043],['text_3'],793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
,p_st_r,poster,old,,,,,0,8,8,9,58.672325899940915,,,,,,,,58.63402499991935,58.672325899940915,58.672325899940915,58.672325899940915,0.007929999963380396,65.43889779993333,poster,[0.058333333333333334],[-0.295],[1],[0],[0],[6.796273400075734],['text_3'],793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
,c_m_ra,camera,new,,,,,0,9,9,19,65.48042089992668,,,,,,,,65.44074469991028,65.48042089992668,65.48042089992668,65.48042089992668,0.006619099993258715,75.44865359994583,ca,[],[],[],[],[],[],[],793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
,_ha_t,chart,old,,,,,0,10,10,1,75.49140719999559,,,,,,,,75.45061159995385,75.49140719999559,75.49140719999559,75.49140719999559,0.017013499978929758,85.45871619996615,than,[],[],[],[],[],[],[],793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
,t_hi_t,tshirt,old,,,,,0,11,11,2,85.48463149997406,,,,,,,,85.46031019999646,85.48463149997406,85.48463149997406,85.48463149997406,0.024517199955880642,94.08610009995755,tshirt,[0.06],[-0.295],[1],[0],[0],[8.620100199943408],['text_3'],793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
,_oo_,book,old,,,,,0,12,12,13,94.12776159995701,,,,,,,,94.08785259991419,94.12776159995701,94.12776159995701,94.12776159995701,0.006169899948872626,97.07308479992207,book,[0.06],[-0.295],[1],[0],[0],[2.978219100041315],['text_3'],793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
,_o_rd,board,old,,,,,0,13,13,10,97.1144115999341,,,,,,,,97.07484159991145,97.1144115999341,97.1144115999341,97.1144115999341,0.006194900022819638,107.09760819992516,,[],[],[],[],[],[],[],793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
,_a_bl_,marble,old,,,,,0,14,14,11,107.12546919996385,,,,,,,,107.09880819998216,107.12546919996385,107.12546919996385,107.12546919996385,0.027879800065420568,117.11143139994238,,[],[],[],[],[],[],[],793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
,p_li_e,police,old,,,,,0,15,15,7,117.15312159992754,,,,,,,,117.11318089999259,117.15312159992754,117.15312159992754,117.15312159992754,0.04433840001001954,121.56642879999708,police,[0.06],[-0.29333333333333333],[1],[0],[0],[4.446566200000234],['text_3'],793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
,_r_is_,cruise,old,,,,,0,16,16,6,121.59115549991839,,,,,,,,121.56817689992022,121.59115549991839,121.59115549991839,121.59115549991839,0.006048799958080053,126.62406449997798,cruise,[0.06],[-0.29333333333333333],[1],[0],[0],[5.049153700005263],['text_3'],793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
,p_nc_l,pencil,new,,,,,0,17,17,16,126.64672939991578,,,,,,,,126.62576520000584,126.64672939991578,126.64672939991578,126.64672939991578,0.005995700019411743,131.02753630001098,pencil,[0.06],[-0.29333333333333333],[1],[0],[0],[4.395017400034703],['text_3'],793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
,k_y_,keys,old,,,,,0,18,18,8,131.05131329991855,,,,,,,,131.029712599935,131.05131329991855,131.05131329991855,131.05131329991855,0.005262699909508228,135.34948009997606,keys,[0.06],[-0.295],[1],[0],[0],[4.31353369995486],['text_3'],793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
,p_s_tr_,pastry,old,,,,,0,19,19,4,135.389568899991,,,,,,,,135.35144909995142,135.389568899991,135.389568899991,135.389568899991,0.006754999980330467,142.15328709990717,pastry,[0.06],[-0.29333333333333333],[1],[0],[0],[6.794519899995066],['text_3'],793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
