study_word,test_word,reference,old_new,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,slider.response,slider.rt,test_phase.started,text_2.started,textbox.started,text_3.started,mouse.started,test_phase.stopped,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
marble,,,,0,0,0,3,,,,,0.05726839997805655,,0.024004100007005036,0.05726839997805655,0.05726839997805655,2.066339800017886,1,2.009278899990022,,,,,,,,,,,,,,,793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
board,,,,0,1,1,4,,,,,2.092767999973148,,2.0668289000168443,2.092767999973148,2.092767999973148,2.9516003999160603,1,0.8524368999060243,,,,,,,,,,,,,,,793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
case,,,,0,2,2,10,,,,,2.9768049999838695,,2.951986699947156,2.9768049999838695,2.9768049999838695,3.761785199982114,1,0.7521888000192121,,,,,,,,,,,,,,,793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
phone,,,,0,3,3,2,,,,,3.794382799998857,,3.762511699926108,3.794382799998857,3.794382799998857,4.387277000001632,1,0.5857678999891505,,,,,,,,,,,,,,,793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
keys,,,,0,4,4,13,,,,,4.428838299936615,,4.387709699920379,4.428838299936615,4.428838299936615,5.063708500005305,1,0.6186462000478059,,,,,,,,,,,,,,,793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
mouse,,,,0,5,5,8,,,,,5.11292559991125,,5.064530199975707,5.11292559991125,5.11292559991125,6.081654899986461,1,0.9512929000193253,,,,,,,,,,,,,,,793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
cruise,,,,0,6,6,11,,,,,6.130930799990892,,6.082490899949335,6.130930799990892,6.130930799990892,6.716272999998182,1,0.5765150999650359,,,,,,,,,,,,,,,793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
tshirt,,,,0,7,7,7,,,,,6.764862500014715,,6.717151499935426,6.764862500014715,6.764862500014715,7.331355899921618,1,0.5668804999440908,,,,,,,,,,,,,,,793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
poster,,,,0,8,8,14,,,,,7.365017800009809,,7.331948900013231,7.365017800009809,7.365017800009809,8.450787700014189,1,1.0633621000451967,,,,,,,,,,,,,,,793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
cushion,,,,0,9,9,1,,,,,8.500276200007647,,8.451798099908046,8.500276200007647,8.500276200007647,9.177515199990012,1,0.6771515000145882,,,,,,,,,,,,,,,793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
book,,,,0,10,10,0,,,,,9.217443899950013,,9.178014399949461,9.217443899950013,9.217443899950013,9.852264299988747,1,0.6146096000447869,,,,,,,,,,,,,,,793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
laptop,,,,0,11,11,5,,,,,9.88448609993793,,9.852950099972077,9.88448609993793,9.88448609993793,10.464806300005876,1,0.5710325000109151,,,,,,,,,,,,,,,793333,001,2024-11-06_09h50.24.697,word_priming_task,2024.1.5,None,2024-11-06 09h50.31.709244 +0530,
