study_word,test_word,reference,old_new,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,slider.response,slider.rt,test_phase.started,text_2.started,textbox.started,text_3.started,mouse.started,test_phase.stopped,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
cruise,,,,0,0,0,11,,,,,0.1094516001176089,,0.03892580000683665,0.1094516001176089,0.1094516001176089,7.412773099960759,1.0,7.318318299949169,,,,,,,,,,,,,,,251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
tshirt,,,,0,1,1,7,,,,,7.451564599992707,,7.413889900082722,7.451564599992707,7.451564599992707,9.732006900012493,1.0066666666666666,2.278201899956912,,,,,,,,,,,,,,,251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
pastry,,,,0,2,2,9,,,,,9.770091200014576,,9.732785100117326,9.770091200014576,9.770091200014576,14.126109600067139,1.0066666666666666,4.340057000052184,,,,,,,,,,,,,,,251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
mouse,,,,0,3,3,8,,,,,14.176796700106934,,14.12682480015792,14.176796700106934,14.176796700106934,15.467728900024667,1.0133333333333334,1.299966000020504,,,,,,,,,,,,,,,251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
poster,,,,0,4,4,14,,,,,15.492834700038657,,15.468126400141045,15.492834700038657,15.492834700038657,18.529808999970555,1.0266666666666666,3.005503199994564,,,,,,,,,,,,,,,251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
book,,,,0,5,5,0,,,,,18.562978700036183,,18.530456400010735,18.562978700036183,18.562978700036183,19.4877755001653,1.0266666666666666,0.9208974000066519,,,,,,,,,,,,,,,251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
keys,,,,0,6,6,13,,,,,19.51408760016784,,19.488126000156626,19.51408760016784,19.51408760016784,20.350148600060493,1.0266666666666666,0.8091786000877619,,,,,,,,,,,,,,,251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
laptop,,,,0,7,7,5,,,,,20.398920400068164,,20.350955200148746,20.398920400068164,20.398920400068164,21.094866500003263,1.0266666666666666,0.7013240000233054,,,,,,,,,,,,,,,251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
case,,,,0,8,8,10,,,,,21.132274500094354,,21.095638200175017,21.132274500094354,21.132274500094354,22.033021199982613,1.0266666666666666,0.8880331001710147,,,,,,,,,,,,,,,251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
board,,,,0,9,9,4,,,,,22.066679700044915,,22.033608600031585,22.066679700044915,22.066679700044915,22.752552299993113,1.0266666666666666,0.6550777000375092,,,,,,,,,,,,,,,251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
phone,,,,0,10,10,2,,,,,22.801757300039753,,22.75336360000074,22.801757300039753,22.801757300039753,23.41868759994395,1.0266666666666666,0.5997629000339657,,,,,,,,,,,,,,,251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
chart,,,,0,11,11,6,,,,,23.451421099947765,,23.41944760014303,23.451421099947765,23.451421099947765,24.142974300077185,1.0266666666666666,0.6863546001259238,,,,,,,,,,,,,,,251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
marble,,,,0,12,12,3,,,,,24.168998999986798,,24.143346199998632,24.168998999986798,24.168998999986798,24.877736000111327,1.0266666666666666,0.7043491001240909,,,,,,,,,,,,,,,251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
cushion,,,,0,13,13,1,,,,,24.920657800044864,,24.87809669994749,24.920657800044864,24.920657800044864,25.87164040002972,1.0266666666666666,0.9376821001060307,,,,,,,,,,,,,,,251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
police,,,,0,14,14,12,,,,,25.92147619999014,,25.872376200044528,25.92147619999014,25.92147619999014,33.41275530005805,1,7.491884500021115,,,,,,,,,,,,,,,251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
,p_st_r,poster,old,,,,,0,0,0,9,33.46288829995319,,,,,,,,33.426249800017104,33.46288829995319,33.46288829995319,33.46288829995319,0.020156400045379996,43.217266499996185,poster,[0.03],[-0.295],[1],[0],[0],[9.78291149996221],['text_3'],251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
,_a_bl_,marble,old,,,,,0,1,1,11,43.25770130008459,,,,,,,,43.220111900009215,43.25770130008459,43.25770130008459,43.25770130008459,0.006821800023317337,48.40525020007044,table,[-0.0033333333333333335],[-0.30833333333333335],[1],[0],[0],[5.177636900218204],['text_3'],251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
,t_hi_t,tshirt,old,,,,,0,2,2,2,48.44681029999629,,,,,,,,48.407056600088254,48.44681029999629,48.44681029999629,48.44681029999629,0.006151699926704168,54.29531940002926,tshirt,[-0.058333333333333334],[-0.28833333333333333],[1],[0],[0],[5.881433899980038],['text_3'],251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
,_o_rd,board,old,,,,,0,3,3,10,54.3368943000678,,,,,,,,54.29721700004302,54.3368943000678,54.3368943000678,54.3368943000678,0.007534399861469865,64.30331170000136,,[],[],[],[],[],[],[],251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
,_ha_t,chart,old,,,,,0,4,4,1,64.33108340017498,,,,,,,,64.30466240015812,64.33108340017498,64.33108340017498,64.33108340017498,0.011791500030085444,74.29793950007297,,[],[],[],[],[],[],[],251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
,p_nc_l,pencil,new,,,,,0,5,5,16,74.34200579999015,,,,,,,,74.29945669998415,74.34200579999015,74.34200579999015,74.34200579999015,0.007040600059553981,80.02353630005382,"pencil
",[-0.06166666666666667],[-0.305],[1],[0],[0],[5.718683799961582],['text_3'],251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
,c_s_,case,old,,,,,0,6,6,5,80.06452530017123,,,,,,,,80.0256261001341,80.06452530017123,80.06452530017123,80.06452530017123,0.006001500179991126,86.19749070005491,case,[-0.06166666666666667],[-0.30333333333333334],[1],[0],[0],[6.165179900126532],['text_3'],251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
,l_pt_p,laptop,old,,,,,0,7,7,0,86.2383224000223,,,,,,,,86.19924580003135,86.2383224000223,86.2383224000223,86.2383224000223,0.007456300081685185,88.91615690011531,laptop,[-0.06166666666666667],[-0.30333333333333334],[1],[0],[0],[2.708785800030455],['text_3'],251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
,bo_t_e,bottle,new,,,,,0,8,8,18,88.95777790015563,,,,,,,,88.91804670006968,88.95777790015563,88.95777790015563,88.95777790015563,0.006974800024181604,92.70462420000695,bottle,[-0.07],[-0.305],[1],[0],[0],[3.778974900022149],['text_3'],251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
,ta_l_,table,old,,,,,0,9,9,15,92.74545369995758,,,,,,,,92.70645699999295,92.74545369995758,92.74545369995758,92.74545369995758,0.0062566997949033976,97.44226970011368,table,[-0.06],[-0.30333333333333334],[1],[0],[0],[4.728948999894783],['text_3'],251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
,v_s_,vase,new,,,,,0,10,10,17,97.48333830013871,,,,,,,,97.44405700010248,97.48333830013871,97.48333830013871,97.48333830013871,0.009547800058498979,102.09565310017206,vase,[-0.051666666666666666],[-0.30333333333333334],[1],[0],[0],[4.641570199979469],['text_3'],251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
,_oo_,book,old,,,,,0,11,11,13,102.12201970000751,,,,,,,,102.0966853001155,102.12201970000751,102.12201970000751,102.12201970000751,0.0030659998301416636,105.8513786001131,fool,[-0.015],[-0.2966666666666667],[1],[0],[0],[3.7509206000249833],['text_3'],251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
,c_m_ra,camera,new,,,,,0,12,12,19,105.87609930010512,,,,,,,,105.85314150014892,105.87609930010512,105.87609930010512,105.87609930010512,0.006754399975761771,109.78995310002938,camera,"[-0.2733333333333333, 0.045]","[-0.09333333333333334, -0.28]","[1, 1]","[0, 0]","[0, 0]","[2.594172399956733, 3.92925289995037]",['text_3'],251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
,p_s_tr_,pastry,old,,,,,0,13,13,4,109.83060540002771,,,,,,,,109.79182040016167,109.83060540002771,109.83060540002771,109.83060540002771,0.0072858999483287334,119.79939460009336,pa,[],[],[],[],[],[],[],251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
,c_s_io_,cushion,old,,,,,0,14,14,14,119.84139290009625,,,,,,,,119.80138420010917,119.84139290009625,119.84139290009625,119.84139290009625,0.016468599904328585,129.80790690006688,cus,[],[],[],[],[],[],[],251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
,_r_is_,cruise,old,,,,,0,15,15,6,129.8355109000113,,,,,,,,129.80900280014612,129.8355109000113,129.8355109000113,129.8355109000113,0.021221600007265806,139.8212054001633,,[],[],[],[],[],[],[],251444,001,2024-11-06_16h33.15.263,word_priming_task,2024.1.5,None,2024-11-06 16h33.24.759971 +0530,
