study_word,test_word,reference,old_new,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,slider.response,slider.rt,test_phase.started,text_2.started,textbox.started,text_3.started,mouse.started,test_phase.stopped,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
book,,,,0,0,0,0,,,,,0.05767109990119934,,0.02693239995278418,0.05767109990119934,0.05767109990119934,2.093870999990031,1.2933333333333332,2.0121979999821633,,,,,,,,,,,,,,,405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
chart,,,,0,1,1,6,,,,,2.1604333999566734,,2.1019186000339687,2.1604333999566734,2.1604333999566734,3.148199399933219,1.2933333333333332,0.96776740020141,,,,,,,,,,,,,,,405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
pastry,,,,0,2,2,9,,,,,3.1945700999349356,,3.14892499987036,3.1945700999349356,3.1945700999349356,5.064872500021011,1.6066666666666667,1.8536320000421256,,,,,,,,,,,,,,,405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
laptop,,,,0,3,3,5,,,,,5.11347489990294,,5.0655759000219405,5.11347489990294,5.11347489990294,6.968366299988702,1.1733333333333333,1.8378023002296686,,,,,,,,,,,,,,,405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
cushion,,,,0,4,4,1,,,,,7.015277500031516,,6.969071300001815,7.015277500031516,7.015277500031516,8.685114899883047,1.4133333333333333,1.6536705000326037,,,,,,,,,,,,,,,405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
keys,,,,0,5,5,13,,,,,8.733998300042003,,8.685895700007677,8.733998300042003,8.733998300042003,10.410602699965239,1.2866666666666666,1.6839489999692887,,,,,,,,,,,,,,,405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
poster,,,,0,6,6,14,,,,,10.435724399983883,,10.410995000042021,10.435724399983883,10.435724399983883,12.37246199999936,1.0666666666666667,1.904368500225246,,,,,,,,,,,,,,,405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
mouse,,,,0,7,7,8,,,,,12.404161999933422,,12.373451799852774,12.404161999933422,12.404161999933422,13.63935389998369,1.1466666666666667,1.2089596998412162,,,,,,,,,,,,,,,405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
tshirt,,,,0,8,8,7,,,,,13.672472100006416,,13.640094799920917,13.672472100006416,13.672472100006416,14.608065699925646,1.1533333333333333,0.906001300085336,,,,,,,,,,,,,,,405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
marble,,,,0,9,9,3,,,,,14.657277700025588,,14.608879700070247,14.657277700025588,14.657277700025588,15.542210799874738,1.1533333333333333,0.8635984000284225,,,,,,,,,,,,,,,405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
phone,,,,0,10,10,2,,,,,15.57455959985964,,15.542973599862307,15.57455959985964,15.57455959985964,16.476522400043905,1.1533333333333333,0.8717143000103533,,,,,,,,,,,,,,,405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
cruise,,,,0,11,11,11,,,,,16.526479799998924,,16.47727210004814,16.526479799998924,16.526479799998924,17.659568999893963,1.1533333333333333,1.1380231999792159,,,,,,,,,,,,,,,405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
police,,,,0,12,12,12,,,,,17.693924200022593,,17.660226499894634,17.693924200022593,17.693924200022593,18.444424899993464,1.1533333333333333,0.726471500005573,,,,,,,,,,,,,,,405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
case,,,,0,13,13,10,,,,,18.49471509992145,,18.445121499942616,18.49471509992145,18.49471509992145,19.524270999943838,1.1533333333333333,1.0149469999596477,,,,,,,,,,,,,,,405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
board,,,,0,14,14,4,,,,,19.579782099928707,,19.524868000065908,19.579782099928707,19.579782099928707,20.63759689987637,1.1533333333333333,1.0702132999431342,,,,,,,,,,,,,,,405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
,p_s_tr_,pastry,old,,,,,0,0,0,4,20.663483100011945,,,,,,,,20.64638020005077,20.663483100011945,20.663483100011945,20.663483100011945,0.012914400082081556,25.229237199993804,pastry,[-0.04666666666666667],[-0.305],[1],[0],[0],[4.577364899916574],['text_3'],405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
,v_s_,vase,new,,,,,0,1,1,17,25.269014899851754,,,,,,,,25.232349100057036,25.269014899851754,25.269014899851754,25.269014899851754,0.008802900090813637,29.799675399903208,vows,[-0.04666666666666667],[-0.305],[1],[0],[0],[4.558000999968499],['text_3'],405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
,p_li_e,police,old,,,,,0,2,2,7,29.824284499976784,,,,,,,,29.80154399992898,29.824284499976784,29.824284499976784,29.824284499976784,0.006708000088110566,34.605491099879146,police,[-0.04666666666666667],[-0.305],[1],[0],[0],[4.796747399959713],['text_3'],405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
,_r_is_,cruise,old,,,,,0,3,3,6,34.64649119996466,,,,,,,,34.60721040004864,34.64649119996466,34.64649119996466,34.64649119996466,0.005195599980652332,40.344928399892524,cruise,[-0.04666666666666667],[-0.305],[1],[0],[0],[5.731807400006801],['text_3'],405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
,c_m_ra,camera,new,,,,,0,4,4,19,40.38621819997206,,,,,,,,40.346757899969816,40.38621819997206,40.38621819997206,40.38621819997206,0.00594709999859333,50.37139889993705,,[],[],[],[],[],[],[],405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
,c_s_io_,cushion,old,,,,,0,5,5,14,50.39668460004032,,,,,,,,50.37329280003905,50.39668460004032,50.39668460004032,50.39668460004032,0.03240739996545017,54.39382310002111,cushion,[-0.04666666666666667],[-0.305],[1],[0],[0],[4.0140727001708],['text_3'],405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
,_ho_e,phone,old,,,,,0,6,6,12,54.435074700042605,,,,,,,,54.395694999955595,54.435074700042605,54.435074700042605,54.435074700042605,0.007175999926403165,60.01635879999958,chore,[-0.04666666666666667],[-0.305],[1],[0],[0],[5.612921199994162],['text_3'],405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
,c_s_,case,old,,,,,0,7,7,5,60.05764709995128,,,,,,,,60.01823340007104,60.05764709995128,60.05764709995128,60.05764709995128,0.00649229995906353,63.02052060002461,case,[-0.04666666666666667],[-0.305],[1],[0],[0],[2.9950169001240283],['text_3'],405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
,_oo_,book,old,,,,,0,8,8,13,63.06064349994995,,,,,,,,63.02228119992651,63.06064349994995,63.06064349994995,63.06064349994995,0.0065511001739650965,66.2907181000337,book,[-0.04666666666666667],[-0.305],[1],[0],[0],[3.2610575000289828],['text_3'],405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
,l_pt_p,laptop,old,,,,,0,9,9,0,66.33119799988344,,,,,,,,66.29259640001692,66.33119799988344,66.33119799988344,66.33119799988344,0.006069099996238947,69.44387779990211,laptop,[-0.04666666666666667],[-0.305],[1],[0],[0],[3.14451240003109],['text_3'],405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
,_ou_e,mouse,old,,,,,0,10,10,3,69.48465200001374,,,,,,,,69.44601939991117,69.48465200001374,69.48465200001374,69.48465200001374,0.006334200035780668,73.71534950006753,mouse,[-0.04666666666666667],[-0.305],[1],[0],[0],[4.262316399952397],['text_3'],405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
,bo_t_e,bottle,new,,,,,0,11,11,18,73.75596059998497,,,,,,,,73.71719149989076,73.75596059998497,73.75596059998497,73.75596059998497,0.005596100119873881,83.67925100005232,bottle,[-0.04666666666666667],[-0.305],[1],[0],[0],[9.956006599823013],['text_3'],405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
,k_y_,keys,old,,,,,0,12,12,8,83.71675559994765,,,,,,,,83.68123649992049,83.71675559994765,83.71675559994765,83.71675559994765,0.004933499963954091,86.26151970005594,keys,[-0.04666666666666667],[-0.305],[1],[0],[0],[2.574995799921453],['text_3'],405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
,p_nc_l,pencil,new,,,,,0,13,13,16,86.28606099984609,,,,,,,,86.26316199987195,86.28606099984609,86.28606099984609,86.28606099984609,0.004808299941942096,96.28768479987048,,[],[],[],[],[],[],[],405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
,ta_l_,table,old,,,,,0,14,14,15,96.31398310000077,,,,,,,,96.28933599987067,96.31398310000077,96.31398310000077,96.31398310000077,0.03144649998284876,100.19366590003483,tails,[-0.04666666666666667],[-0.305],[1],[0],[0],[3.898393400013447],['text_3'],405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
,p_st_r,poster,old,,,,,0,15,15,9,100.23457719990984,,,,,,,,100.19546529999934,100.23457719990984,100.23457719990984,100.23457719990984,0.00774869997985661,103.98155849985778,poster,[-0.04666666666666667],[-0.305],[1],[0],[0],[3.7775332999881357],['text_3'],405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
,t_hi_t,tshirt,old,,,,,0,16,16,2,104.02260100003332,,,,,,,,103.9834030000493,104.02260100003332,104.02260100003332,104.02260100003332,0.007042800076305866,106.66696100006811,tshirt,[-0.04666666666666667],[-0.305],[1],[0],[0],[2.6757934000343084],['text_3'],405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
,_o_rd,board,old,,,,,0,17,17,10,106.6918470999226,,,,,,,,106.6687413000036,106.6918470999226,106.6918470999226,106.6918470999226,0.006100599886849523,114.75976599985734,board,[-0.04666666666666667],[-0.305],[1],[0],[0],[8.084154000040144],['text_3'],405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
,_ha_t,chart,old,,,,,0,18,18,1,114.80087939999066,,,,,,,,114.76160179986618,114.80087939999066,114.80087939999066,114.80087939999066,0.006320500047877431,121.29848699993454,shaft,[-0.04666666666666667],[-0.305],[1],[0],[0],[6.529945100191981],['text_3'],405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
,_a_bl_,marble,old,,,,,0,19,19,11,121.32470820005983,,,,,,,,121.29982739989646,121.32470820005983,121.32470820005983,121.32470820005983,0.0039981999434530735,129.807698499877,marble,[-0.04666666666666667],[-0.305],[1],[0],[0],[8.503253899980336],['text_3'],405538,001,2024-11-06_18h52.25.210,word_priming_task,2024.1.5,None,2024-11-06 18h52.38.145158 +0530,
