stimulus,condition,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text_2.started,instructions.stopped,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,thank_you.started,text_3.started,thank_you.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.027890299912542105,0.039580099983140826,10.023704399936832,,,,,,,,,,,,,,neepa,2024-12-02_10h06.37.656,solo_project,2024.1.5,None,2024-12-02 10h07.01.065662 +0530,
setanor,cctl,n,0,0,0,9,10.065839699935168,,,,,10.052223399979994,10.065839699935168,10.516879699891433,10.516879699891433,10.568512999918312,13.63837279996369,n,1,3.000712199951522,None,,,,neepa,2024-12-02_10h06.37.656,solo_project,2024.1.5,None,2024-12-02 10h07.01.065662 +0530,
relative  ,control,y,0,1,1,34,13.669232899905182,,,,,13.640849999967031,13.669232899905182,14.17062539991457,14.17062539991457,14.188798399991356,16.69830920000095,y,1,2.4951885999180377,None,,,,neepa,2024-12-02_10h06.37.656,solo_project,2024.1.5,None,2024-12-02 10h07.01.065662 +0530,
romantic  ,control,y,0,2,2,26,16.72344989993144,,,,,16.699601199943572,16.72344989993144,17.223990199971013,17.223990199971013,17.242364899953827,19.88519009994343,y,1,2.6557268999749795,None,,,,neepa,2024-12-02_10h06.37.656,solo_project,2024.1.5,None,2024-12-02 10h07.01.065662 +0530,
clinical  ,control,y,0,3,3,32,19.9101538999239,,,,,19.886419799993746,19.9101538999239,20.41251910000574,20.41251910000574,20.41251910000574,22.30510769993998,y,1,1.8783551999367774,None,,,,neepa,2024-12-02_10h06.37.656,solo_project,2024.1.5,None,2024-12-02 10h07.01.065662 +0530,
storage  ,control,y,0,4,4,14,22.3295370999258,,,,,22.306162899942137,22.3295370999258,22.8152566999197,22.8152566999197,22.84693769994192,24.79278069990687,y,1,1.9631403000093997,None,,,,neepa,2024-12-02_10h06.37.656,solo_project,2024.1.5,None,2024-12-02 10h07.01.065662 +0530,
donimant,cctl,n,0,5,5,31,24.815613199956715,,,,,24.794018199900165,24.815613199956715,25.316098099923693,25.316098099923693,25.3345250999555,27.877353999996558,n,1,2.5516028000274673,None,,,,neepa,2024-12-02_10h06.37.656,solo_project,2024.1.5,None,2024-12-02 10h07.01.065662 +0530,
refusal  ,control,y,0,6,6,4,27.90222619997803,,,,,27.87857850000728,27.90222619997803,28.402818499947898,28.402818499947898,28.421364999958314,30.363644299912266,y,1,1.9589089000364766,None,,,,neepa,2024-12-02_10h06.37.656,solo_project,2024.1.5,None,2024-12-02 10h07.01.065662 +0530,
locigal,cctl,n,0,7,7,13,30.388323899940588,,,,,30.364952599979006,30.388323899940588,30.88884579995647,30.88884579995647,30.90689719992224,33.26783439994324,n,1,2.3703040999826044,None,,,,neepa,2024-12-02_10h06.37.656,solo_project,2024.1.5,None,2024-12-02 10h07.01.065662 +0530,
mobile  ,control,y,0,8,8,36,33.291516799945384,,,,,33.2690808000043,33.291516799945384,33.77661529998295,33.77661529998295,33.793535199947655,36.00470629998017,y,1,2.2127304000314325,None,,,,neepa,2024-12-02_10h06.37.656,solo_project,2024.1.5,None,2024-12-02 10h07.01.065662 +0530,
pacific  ,control,y,0,9,9,10,36.02777759998571,,,,,36.005957199959084,36.02777759998571,36.51328809990082,36.51328809990082,36.52959779999219,38.42180429992732,y,1,1.8791292000096291,None,,,,neepa,2024-12-02_10h06.37.656,solo_project,2024.1.5,None,2024-12-02 10h07.01.065662 +0530,
opmital,cctl,n,0,10,10,3,38.447090399917215,,,,,38.423331999918446,38.447090399917215,38.94775419996586,38.94775419996586,38.966172299929895,41.32546490000095,n,1,2.3688769000582397,None,,,,neepa,2024-12-02_10h06.37.656,solo_project,2024.1.5,None,2024-12-02 10h07.01.065662 +0530,
ronamtic,cctl,n,0,11,11,27,41.3502069999231,,,,,41.326742699951865,41.3502069999231,41.8360238999594,41.8360238999594,41.85232279996853,44.08033629995771,n,1,2.238378900103271,None,,,,neepa,2024-12-02_10h06.37.656,solo_project,2024.1.5,None,2024-12-02 10h07.01.065662 +0530,
retome,cctl,n,0,12,12,23,44.10317129991017,,,,,44.081620699958876,44.10317129991017,44.60394029994495,44.60394029994495,44.62189889990259,46.91653359995689,n,1,2.3056743000634015,None,,,,neepa,2024-12-02_10h06.37.656,solo_project,2024.1.5,None,2024-12-02 10h07.01.065662 +0530,
marine  ,control,y,0,13,13,20,46.93972979998216,,,,,46.91777989990078,46.93972979998216,47.42540760000702,47.42540760000702,47.44182109995745,49.402495899936184,y,1,1.97554020001553,None,,,,neepa,2024-12-02_10h06.37.656,solo_project,2024.1.5,None,2024-12-02 10h07.01.065662 +0530,
remote  ,control,y,0,14,14,22,49.425757299992256,,,,,49.40377089998219,49.425757299992256,49.9108552999096,49.9108552999096,49.9277477998985,51.867060699965805,y,1,1.9462665000464767,None,,,,neepa,2024-12-02_10h06.37.656,solo_project,2024.1.5,None,2024-12-02 10h07.01.065662 +0530,
evident  ,control,y,0,15,15,18,51.87914249999449,,,,,51.86779689998366,51.87914249999449,52.379577999934554,52.379577999934554,52.379577999934554,54.23797569994349,y,1,1.8457671999931335,None,,,,neepa,2024-12-02_10h06.37.656,solo_project,2024.1.5,None,2024-12-02 10h07.01.065662 +0530,
resufal,cctl,n,0,16,16,5,54.264366299961694,,,,,54.23864130000584,54.264366299961694,54.76491799997166,54.76491799997166,54.78306899999734,56.64213459996972,n,1,1.8746095999376848,None,,,,neepa,2024-12-02_10h06.37.656,solo_project,2024.1.5,None,2024-12-02 10h07.01.065662 +0530,
optimal  ,control,y,0,17,17,2,56.667063499917276,,,,,56.643438900006004,56.667063499917276,57.1674411999993,57.1674411999993,57.185632599983364,59.746173799969256,y,1,2.5766596000175923,None,,,,neepa,2024-12-02_10h06.37.656,solo_project,2024.1.5,None,2024-12-02 10h07.01.065662 +0530,
