stimulus,condition,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text_2.started,instructions.stopped,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,thank_you.started,text_3.started,thank_you.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.018352100159972906,0.030668199993669987,10.016566900070757,,,,,,,,,,,,,,nirja,2024-12-02_19h17.28.213,solo_project,2024.1.5,None,2024-12-02 19h17.46.526384 +0530,
heritage  ,control,y,0,0,0,2,10.05707240011543,,,,,10.040825300151482,10.05707240011543,10.52491440018639,10.52491440018639,10.592119400156662,11.63859590003267,y,1,1.0999976999592036,None,,,,nirja,2024-12-02_19h17.28.213,solo_project,2024.1.5,None,2024-12-02 19h17.46.526384 +0530,
repifion,ccrl,n,0,1,1,17,11.65924230008386,,,,,11.63992950017564,11.65924230008386,12.161869200179353,12.161869200179353,12.161869200179353,12.771654000040144,n,1,0.6030160000082105,None,,,,nirja,2024-12-02_19h17.28.213,solo_project,2024.1.5,None,2024-12-02 19h17.46.526384 +0530,
qualify  ,control,y,0,2,2,32,12.79344330006279,,,,,12.773185400059447,12.79344330006279,13.293942800024524,13.293942800024524,13.31229820009321,13.850906000006944,y,1,0.555099899880588,None,,,,nirja,2024-12-02_19h17.28.213,solo_project,2024.1.5,None,2024-12-02 19h17.46.526384 +0530,
beloved  ,control,y,0,3,3,20,13.87784540001303,,,,,13.851555800065398,13.87784540001303,14.364683300023898,14.364683300023898,14.381168600171804,15.122354000108317,n,0,0.727439499925822,None,,,,nirja,2024-12-02_19h17.28.213,solo_project,2024.1.5,None,2024-12-02 19h17.46.526384 +0530,
menowy,ccrl,n,0,4,4,15,15.146554500097409,,,,,15.123688800027594,15.146554500097409,15.630866199964657,15.630866199964657,15.663454400142655,16.37372749997303,n,1,0.7182796997949481,None,,,,nirja,2024-12-02_19h17.28.213,solo_project,2024.1.5,None,2024-12-02 19h17.46.526384 +0530,
provide  ,control,y,0,5,5,24,16.397916699992493,,,,,16.375108000123873,16.397916699992493,16.882810699986294,16.882810699986294,16.914815100142732,17.62518660002388,y,1,0.7264185999520123,None,,,,nirja,2024-12-02_19h17.28.213,solo_project,2024.1.5,None,2024-12-02 19h17.46.526384 +0530,
density  ,control,y,0,6,6,10,17.649311900138855,,,,,17.626499500125647,17.649311900138855,18.14949810015969,18.14949810015969,18.16763889999129,18.66017649997957,y,1,0.5088846001308411,None,,,,nirja,2024-12-02_19h17.28.213,solo_project,2024.1.5,None,2024-12-02 19h17.46.526384 +0530,
saline  ,control,y,0,7,7,38,18.68346570013091,,,,,18.661507100099698,18.68346570013091,19.168891000095755,19.168891000095755,19.18509260006249,19.822198000038043,n,0,0.6425193999893963,None,,,,nirja,2024-12-02_19h17.28.213,solo_project,2024.1.5,None,2024-12-02 19h17.46.526384 +0530,
probice,ccrl,n,0,8,8,25,19.836832800181583,,,,,19.82272980012931,19.836832800181583,20.336746799992397,20.336746799992397,20.336746799992397,21.060390800004825,n,1,0.718717799987644,None,,,,nirja,2024-12-02_19h17.28.213,solo_project,2024.1.5,None,2024-12-02 19h17.46.526384 +0530,
delahe,ccrl,n,0,9,9,13,21.085899600060657,,,,,21.061601100023836,21.085899600060657,21.571142800152302,21.571142800152302,21.58841560012661,22.213220100151375,n,1,0.6334562997799367,None,,,,nirja,2024-12-02_19h17.28.213,solo_project,2024.1.5,None,2024-12-02 19h17.46.526384 +0530,
conbicer,ccrl,n,0,10,10,5,22.237364400178194,,,,,22.214601200073957,22.237364400178194,22.722836500033736,22.722836500033736,22.739500800147653,23.299249000148848,n,1,0.5718344999477267,None,,,,nirja,2024-12-02_19h17.28.213,solo_project,2024.1.5,None,2024-12-02 19h17.46.526384 +0530,
popular  ,control,y,0,11,11,34,23.321789200184867,,,,,23.300556800095364,23.321789200184867,23.822476800065488,23.822476800065488,23.85599540011026,24.5276188000571,y,1,0.6766139999963343,None,,,,nirja,2024-12-02_19h17.28.213,solo_project,2024.1.5,None,2024-12-02 19h17.46.526384 +0530,
debate  ,control,y,0,12,12,12,24.541299000149593,,,,,24.528282799990848,24.541299000149593,25.041333600180224,25.041333600180224,25.041333600180224,25.63180089998059,y,1,0.5844660000875592,None,,,,nirja,2024-12-02_19h17.28.213,solo_project,2024.1.5,None,2024-12-02 19h17.46.526384 +0530,
bewoted,ccrl,n,0,13,13,21,25.65771990013309,,,,,25.63263180013746,25.65771990013309,26.142543300054967,26.142543300054967,26.159209999954328,26.750555200036615,n,1,0.5776694999076426,None,,,,nirja,2024-12-02_19h17.28.213,solo_project,2024.1.5,None,2024-12-02 19h17.46.526384 +0530,
posity,ccrl,n,0,14,14,7,26.775574899977073,,,,,26.75172489997931,26.775574899977073,27.27651820005849,27.27651820005849,27.29438029997982,27.953356300015002,y,0,0.6644484999123961,None,,,,nirja,2024-12-02_19h17.28.213,solo_project,2024.1.5,None,2024-12-02 19h17.46.526384 +0530,
religion  ,control,y,0,15,15,16,27.977020800113678,,,,,27.954547100001946,27.977020800113678,28.47826200001873,28.47826200001873,28.510979200014845,29.104117200011387,y,1,0.5948308000806719,None,,,,nirja,2024-12-02_19h17.28.213,solo_project,2024.1.5,None,2024-12-02 19h17.46.526384 +0530,
samite,ccrl,n,0,16,16,39,29.128516500117257,,,,,29.1054657001514,29.128516500117257,29.61292380001396,29.61292380001396,29.629997899988666,30.272738100029528,n,1,0.652197299990803,None,,,,nirja,2024-12-02_19h17.28.213,solo_project,2024.1.5,None,2024-12-02 19h17.46.526384 +0530,
rapidly  ,control,y,0,17,17,18,30.296228799968958,,,,,30.27410800009966,30.296228799968958,30.782154700020328,30.782154700020328,30.813680100021884,31.438999500125647,y,1,0.6511325999163091,None,,,,nirja,2024-12-02_19h17.28.213,solo_project,2024.1.5,None,2024-12-02 19h17.46.526384 +0530,
