trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0.09425860000010289,,0.018368200000622892,5,0.09425860000010289,0.09425860000010289,0.05786479999915173,2.2665238000008685,[0.33166666666666667],[0.31],[1],[0],[0],[2.2073455000008835],['target'],149979,001,2024-10-10_14h55.26.519,visual_search_exp,2024.1.5,None,2024-10-10 14h55.35.663578 +0530,
1,0,1,0,2.3306462000000465,,2.2737045000012586,5,2.3306462000000465,2.3306462000000465,0.03167800000119314,3.5676032999999734,[-0.02],[0.28],[1],[0],[0],[1.2628666999989946],['target'],149979,001,2024-10-10_14h55.26.519,visual_search_exp,2024.1.5,None,2024-10-10 14h55.35.663578 +0530,
2,0,2,0,3.7988894999998593,,3.5732227000007697,10,3.7988894999998593,3.7988894999998593,0.20423400000072434,7.1212945000006584,[0.235],[-0.44666666666666666],[1],[0],[0],[3.344478600000002],['target'],149979,001,2024-10-10_14h55.26.519,visual_search_exp,2024.1.5,None,2024-10-10 14h55.35.663578 +0530,
3,0,3,0,7.202003200000036,,7.127090300000418,10,7.202003200000036,7.202003200000036,0.05439660000047297,10.541489500001262,[-0.03333333333333333],[0.37],[1],[0],[0],[3.3606079000001046],['target'],149979,001,2024-10-10_14h55.26.519,visual_search_exp,2024.1.5,None,2024-10-10 14h55.35.663578 +0530,
4,0,4,0,10.639908500001184,,10.547234499999831,10,10.639908500001184,10.639908500001184,0.05911329999980808,12.24317340000016,[-0.2733333333333333],[-0.1],[1],[0],[0],[1.6373884999993606],['target'],149979,001,2024-10-10_14h55.26.519,visual_search_exp,2024.1.5,None,2024-10-10 14h55.35.663578 +0530,
5,0,5,0,12.29095740000048,,12.248953300000721,5,12.29095740000048,12.29095740000048,0.029550799999924493,13.829038900001251,[0.3466666666666667],[-0.3283333333333333],[1],[0],[0],[1.5511713000014424],['target'],149979,001,2024-10-10_14h55.26.519,visual_search_exp,2024.1.5,None,2024-10-10 14h55.35.663578 +0530,
6,0,6,0,13.909377100000711,,13.8348459000008,10,13.909377100000711,13.909377100000711,0.055772600000636885,16.247230099999797,[-0.27],[-0.4483333333333333],[1],[0],[0],[2.3572607999994943],['target'],149979,001,2024-10-10_14h55.26.519,visual_search_exp,2024.1.5,None,2024-10-10 14h55.35.663578 +0530,
7,0,7,0,16.329568799999834,,16.2529598000001,10,16.329568799999834,16.329568799999834,0.054008500001145876,20.469430700000885,[0.36666666666666664],[0.4583333333333333],[1],[0],[0],[4.163040900000851],['target'],149979,001,2024-10-10_14h55.26.519,visual_search_exp,2024.1.5,None,2024-10-10 14h55.35.663578 +0530,
8,0,8,0,20.533120199999757,,20.475327400001333,5,20.533120199999757,20.533120199999757,0.028572600000188686,22.1391808999997,[0.18666666666666668],[-0.1],[1],[0],[0],[1.6359333999989758],['target'],149979,001,2024-10-10_14h55.26.519,visual_search_exp,2024.1.5,None,2024-10-10 14h55.35.663578 +0530,
9,0,9,0,22.219184600000517,,22.144867400000294,10,22.219184600000517,22.219184600000517,0.05417640000086976,27.34328860000096,[0.38166666666666665],[-0.285],[1],[0],[0],[5.144866200000251],['target'],149979,001,2024-10-10_14h55.26.519,visual_search_exp,2024.1.5,None,2024-10-10 14h55.35.663578 +0530,
