trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0.18127300000014657,,0.07452449999982491,10,0.18127300000014657,0.18127300000014657,0.14076200000090466,3.059814300000653,[0.13],[0.17],[1],[0],[0],[2.917847900000197],['target'],441834,001,2024-10-10_15h21.23.977,visual_search_exp,2024.1.5,None,2024-10-10 15h21.36.360313 +0530,
1,0,1,0,3.3178446000001713,,3.0688391999992746,10,3.3178446000001713,3.3178446000001713,0.2134265000004234,4.72101400000065,[-0.065],[-0.10666666666666667],[1],[0],[0],[1.439382200000182],['target'],441834,001,2024-10-10_15h21.23.977,visual_search_exp,2024.1.5,None,2024-10-10 15h21.36.360313 +0530,
2,0,2,0,4.819036799999594,,4.7268330000006245,10,4.819036799999594,4.819036799999594,0.05721850000008999,6.423422899999423,[0.4666666666666667],[-0.14333333333333334],[1],[0],[0],[1.639947799998481],['target'],441834,001,2024-10-10_15h21.23.977,visual_search_exp,2024.1.5,None,2024-10-10 15h21.36.360313 +0530,
3,0,3,0,6.487828499999523,,6.429165499999726,5,6.487828499999523,6.487828499999523,0.029144199999791454,7.874548800000412,[0.06666666666666667],[0.018333333333333333],[1],[0],[0],[1.4168564999999944],['target'],441834,001,2024-10-10_15h21.23.977,visual_search_exp,2024.1.5,None,2024-10-10 15h21.36.360313 +0530,
4,0,4,0,7.938614799999414,,7.88019709999935,5,7.938614799999414,7.938614799999414,0.02927319999980682,9.578848499999367,[-0.36666666666666664],[0.145],[1],[0],[0],[1.6699763000015082],['target'],441834,001,2024-10-10_15h21.23.977,visual_search_exp,2024.1.5,None,2024-10-10 15h21.36.360313 +0530,
5,0,5,0,9.641264599998976,,9.584714299999177,5,9.641264599998976,9.641264599998976,0.030459300000075018,11.14452270000038,[-0.056666666666666664],[-0.31666666666666665],[1],[0],[0],[1.529999800000951],['target'],441834,001,2024-10-10_15h21.23.977,visual_search_exp,2024.1.5,None,2024-10-10 15h21.36.360313 +0530,
6,0,6,0,11.24214159999974,,11.150351300000693,10,11.24214159999974,11.24214159999974,0.05789499999991676,13.046233900000516,[-0.395],[0.29333333333333333],[1],[0],[0],[1.8387701000010566],['target'],441834,001,2024-10-10_15h21.23.977,visual_search_exp,2024.1.5,None,2024-10-10 15h21.36.360313 +0530,
7,0,7,0,13.111762700000327,,13.052084900000409,5,13.111762700000327,13.111762700000327,0.030384600000616047,14.648136499999964,[0.4683333333333333],[-0.4033333333333333],[1],[0],[0],[1.566293299998506],['target'],441834,001,2024-10-10_15h21.23.977,visual_search_exp,2024.1.5,None,2024-10-10 15h21.36.360313 +0530,
8,0,8,0,14.746379700000034,,14.654482899999493,10,14.746379700000034,14.746379700000034,0.05899890000000596,16.550184899999294,[-0.24666666666666667],[0.4083333333333333],[1],[0],[0],[1.8377346000015677],['target'],441834,001,2024-10-10_15h21.23.977,visual_search_exp,2024.1.5,None,2024-10-10 15h21.36.360313 +0530,
9,0,9,0,16.615331200000583,,16.556069399999615,5,16.615331200000583,16.615331200000583,0.03071999999883701,17.601355999999214,[-0.30833333333333335],[0.12666666666666668],[1],[0],[0],[1.0152037999996537],['target'],441834,001,2024-10-10_15h21.23.977,visual_search_exp,2024.1.5,None,2024-10-10 15h21.36.360313 +0530,
