trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
16,0,16,0,29.562215199999628,,29.486625900000945,10,29.562215199999628,29.562215199999628,0.05383520000032149,30.999863100001676,[-0.03],[0.13166666666666665],[1],[0],[0],[1.4600715999986278],['target'],492063,001,2024-10-10_15h34.59.354,visual_search_exp,2024.1.5,None,2024-10-10 15h35.09.444867 +0530,
17,0,17,0,31.064443300001585,,31.005775400000857,5,31.064443300001585,31.064443300001585,0.029359600001043873,32.8378346999998,[0.345],[-0.4766666666666667],[1],[0],[0],[1.803362599999673],['target'],492063,001,2024-10-10_15h34.59.354,visual_search_exp,2024.1.5,None,2024-10-10 15h35.09.444867 +0530,
18,0,18,0,32.899047099999734,,32.843521099999634,5,32.899047099999734,32.899047099999734,0.027394700002332684,34.4696698000007,[-0.14833333333333334],[-0.43666666666666665],[1],[0],[0],[1.5993377000013425],['target'],492063,001,2024-10-10_15h34.59.354,visual_search_exp,2024.1.5,None,2024-10-10 15h35.09.444867 +0530,
19,0,19,0,34.568837700000586,,34.47541329999876,10,34.568837700000586,34.568837700000586,0.05678830000033486,35.63884719999987,[0.105],[0.24],[1],[0],[0],[1.1072176999987278],['target'],492063,001,2024-10-10_15h34.59.354,visual_search_exp,2024.1.5,None,2024-10-10 15h35.09.444867 +0530,
20,0,20,0,35.70216150000124,,35.64475440000024,5,35.70216150000124,35.70216150000124,0.030636900002718903,36.842112199999974,[-0.37666666666666665],[-0.08166666666666667],[1],[0],[0],[1.167237199999363],['target'],492063,001,2024-10-10_15h34.59.354,visual_search_exp,2024.1.5,None,2024-10-10 15h35.09.444867 +0530,
21,0,21,0,36.93709790000139,,36.84794909999982,10,36.93709790000139,36.93709790000139,0.05626920000213431,38.72461330000078,[-0.2783333333333333],[0.29833333333333334],[1],[0],[0],[1.8210939999989932],['target'],492063,001,2024-10-10_15h34.59.354,visual_search_exp,2024.1.5,None,2024-10-10 15h35.09.444867 +0530,
22,0,22,0,38.77222210000036,,38.73035190000155,5,38.77222210000036,38.77222210000036,0.029581800001324154,39.71045640000011,[-0.3416666666666667],[0.38333333333333336],[1],[0],[0],[0.9511772000005294],['target'],492063,001,2024-10-10_15h34.59.354,visual_search_exp,2024.1.5,None,2024-10-10 15h35.09.444867 +0530,
23,0,23,0,39.80746379999982,,39.71609549999994,10,39.80746379999982,39.80746379999982,0.05490780000036466,41.07790269999896,[0.07666666666666666],[0.095],[1],[0],[0],[1.3075629999984812],['target'],492063,001,2024-10-10_15h34.59.354,visual_search_exp,2024.1.5,None,2024-10-10 15h35.09.444867 +0530,
24,0,24,0,41.158469300000434,,41.083616100000654,10,41.158469300000434,41.158469300000434,0.055075500000384636,42.02865069999825,[-0.14166666666666666],[0.105],[1],[0],[0],[0.8905505000002449],['target'],492063,001,2024-10-10_15h34.59.354,visual_search_exp,2024.1.5,None,2024-10-10 15h35.09.444867 +0530,
25,0,25,0,42.0933143000002,,42.03427129999909,5,42.0933143000002,42.0933143000002,0.028740100002323743,42.86397289999877,[0.085],[0.13],[1],[0],[0],[0.8015534999976808],['target'],492063,001,2024-10-10_15h34.59.354,visual_search_exp,2024.1.5,None,2024-10-10 15h35.09.444867 +0530,
26,0,26,0,42.92688160000034,,42.869708099999116,5,42.92688160000034,42.92688160000034,0.027842500003316673,44.16629449999891,[0.2683333333333333],[-0.235],[1],[0],[0],[1.2693827000002784],['target'],492063,001,2024-10-10_15h34.59.354,visual_search_exp,2024.1.5,None,2024-10-10 15h35.09.444867 +0530,
27,0,27,0,44.2291910999993,,44.17225429999962,5,44.2291910999993,44.2291910999993,0.02937499999825377,45.300400700001774,[-0.20333333333333334],[-0.04833333333333333],[1],[0],[0],[1.0995045000017853],['target'],492063,001,2024-10-10_15h34.59.354,visual_search_exp,2024.1.5,None,2024-10-10 15h35.09.444867 +0530,
28,0,28,0,45.379576800001814,,45.306111099998816,10,45.379576800001814,45.379576800001814,0.05283399999825633,46.58357949999845,[0.24166666666666667],[-0.39666666666666667],[1],[0],[0],[1.225313400002051],['target'],492063,001,2024-10-10_15h34.59.354,visual_search_exp,2024.1.5,None,2024-10-10 15h35.09.444867 +0530,
29,0,29,0,46.68224639999971,,46.58943590000126,10,46.68224639999971,46.68224639999971,0.05447959999946761,49.653821299998526,[-0.27166666666666667],[0.4266666666666667],[1],[0],[0],[3.0106215000014345],['target'],492063,001,2024-10-10_15h34.59.354,visual_search_exp,2024.1.5,None,2024-10-10 15h35.09.444867 +0530,
30,0,30,0,49.71773100000064,,49.65978790000008,5,49.71773100000064,49.71773100000064,0.029966200003400445,50.73937020000085,[-0.45166666666666666],[-0.09],[1],[0],[0],[1.0502426000020932],['target'],492063,001,2024-10-10_15h34.59.354,visual_search_exp,2024.1.5,None,2024-10-10 15h35.09.444867 +0530,
31,0,31,0,50.80303350000031,,50.74506420000034,5,50.80303350000031,50.80303350000031,0.028611599998839665,51.72247160000188,[-0.48],[0.175],[1],[0],[0],[0.9494799000021885],['target'],492063,001,2024-10-10_15h34.59.354,visual_search_exp,2024.1.5,None,2024-10-10 15h35.09.444867 +0530,
32,0,32,0,51.82026480000059,,51.728413900000305,10,51.82026480000059,51.82026480000059,0.056933799998660106,56.92808700000023,[0.09166666666666666],[0.44666666666666666],[1],[0],[0],[5.143360700003541],['target'],492063,001,2024-10-10_15h34.59.354,visual_search_exp,2024.1.5,None,2024-10-10 15h35.09.444867 +0530,
33,0,33,0,56.993047600000864,,56.933923000000505,5,56.993047600000864,56.993047600000864,0.029099600000336068,59.98308159999942,[0.44],[-0.4716666666666667],[1],[0],[0],[3.020694700000604],['target'],492063,001,2024-10-10_15h34.59.354,visual_search_exp,2024.1.5,None,2024-10-10 15h35.09.444867 +0530,
34,0,34,0,60.07899919999909,,59.98871750000035,10,60.07899919999909,60.07899919999909,0.053590300001815194,64.55261260000043,[-0.305],[0.46],[1],[0],[0],[4.510893700000452],['target'],492063,001,2024-10-10_15h34.59.354,visual_search_exp,2024.1.5,None,2024-10-10 15h35.09.444867 +0530,
35,0,35,0,64.60052329999962,,64.5586011000014,5,64.60052329999962,64.60052329999962,0.029090299998642877,66.34016619999966,[-0.09666666666666666],[0.26666666666666666],[1],[0],[0],[1.7532300999992003],['target'],492063,001,2024-10-10_15h34.59.354,visual_search_exp,2024.1.5,None,2024-10-10 15h35.09.444867 +0530,
36,0,36,0,66.41997619999893,,66.3459299999995,10,66.41997619999893,66.41997619999893,0.053599599999870406,67.6227031999988,[0.3233333333333333],[0.2833333333333333],[1],[0],[0],[1.2238044000005175],['target'],492063,001,2024-10-10_15h34.59.354,visual_search_exp,2024.1.5,None,2024-10-10 15h35.09.444867 +0530,
