trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
70,0,70,0,124.78327960000024,,124.72573869999906,5,124.78327960000024,124.78327960000024,0.03163899999708519,126.2701945000008,[0.20833333333333334],[0.24833333333333332],[1],[0],[0],[1.5134577000026184],['target'],567548,001,2024-10-10_16h01.17.050,visual_search_exp,2024.1.5,None,2024-10-10 16h01.27.271528 +0530,
71,0,71,0,126.33423140000014,,126.28000419999807,5,126.33423140000014,126.33423140000014,0.04242629999862402,127.83876099999907,[0.3933333333333333],[0.36833333333333335],[1],[0],[0],[1.517893299998832],['target'],567548,001,2024-10-10_16h01.17.050,visual_search_exp,2024.1.5,None,2024-10-10 16h01.27.271528 +0530,
72,0,72,0,127.90248910000082,,127.84444009999788,5,127.90248910000082,127.90248910000082,0.02919829999882495,129.19087740000032,[0.46166666666666667],[-0.19],[1],[0],[0],[1.317887500001234],['target'],567548,001,2024-10-10_16h01.17.050,visual_search_exp,2024.1.5,None,2024-10-10 16h01.27.271528 +0530,
73,0,73,0,129.2705105999994,,129.19667059999847,10,129.2705105999994,129.2705105999994,0.05473569999958272,131.7594121000002,[-0.2866666666666667],[-0.47],[1],[0],[0],[2.508537300000171],['target'],567548,001,2024-10-10_16h01.17.050,visual_search_exp,2024.1.5,None,2024-10-10 16h01.27.271528 +0530,
74,0,74,0,131.82373240000015,,131.76669709999987,5,131.82373240000015,131.82373240000015,0.03502840000146534,132.99624720000065,[-0.008333333333333333],[0.4633333333333333],[1],[0],[0],[1.1956551000002946],['target'],567548,001,2024-10-10_16h01.17.050,visual_search_exp,2024.1.5,None,2024-10-10 16h01.27.271528 +0530,
75,0,75,0,133.0586650999976,,133.00208199999906,5,133.0586650999976,133.0586650999976,0.03013199999986682,135.36380279999867,[0.4266666666666667],[0.45666666666666667],[1],[0],[0],[2.33227529999931],['target'],567548,001,2024-10-10_16h01.17.050,visual_search_exp,2024.1.5,None,2024-10-10 16h01.27.271528 +0530,
76,0,76,0,135.44449629999872,,135.3694676999985,10,135.44449629999872,135.44449629999872,0.056026899997959845,136.7812214000005,[0.3983333333333333],[0.23666666666666666],[1],[0],[0],[1.3562937999995484],['target'],567548,001,2024-10-10_16h01.17.050,visual_search_exp,2024.1.5,None,2024-10-10 16h01.27.271528 +0530,
77,0,77,0,136.82934150000074,,136.7870781999991,5,136.82934150000074,136.82934150000074,0.02917399999932968,138.4353435999983,[-0.013333333333333334],[-0.43666666666666665],[1],[0],[0],[1.6196031999970728],['target'],567548,001,2024-10-10_16h01.17.050,visual_search_exp,2024.1.5,None,2024-10-10 16h01.27.271528 +0530,
78,0,78,0,138.53147360000003,,138.4413926999987,10,138.53147360000003,138.53147360000003,0.05686530000093626,139.8020178000006,[0.195],[-0.3566666666666667],[1],[0],[0],[1.3044660999985354],['target'],567548,001,2024-10-10_16h01.17.050,visual_search_exp,2024.1.5,None,2024-10-10 16h01.27.271528 +0530,
79,0,79,0,139.89893069999744,,139.80804269999862,10,139.89893069999744,139.89893069999744,0.056314400000701426,142.47107229999892,[-0.31],[0.30333333333333334],[1],[0],[0],[2.6073507000000973],['target'],567548,001,2024-10-10_16h01.17.050,visual_search_exp,2024.1.5,None,2024-10-10 16h01.27.271528 +0530,
80,0,80,0,142.5685037000003,,142.4769840000008,10,142.5685037000003,142.5685037000003,0.05440869999802089,144.556999299999,[0.32],[-0.4766666666666667],[1],[0],[0],[2.026057799997943],['target'],567548,001,2024-10-10_16h01.17.050,visual_search_exp,2024.1.5,None,2024-10-10 16h01.27.271528 +0530,
81,0,81,0,144.65426429999934,,144.56324219999806,10,144.65426429999934,144.65426429999934,0.06459159999940312,146.39149619999807,[0.12],[-0.21666666666666667],[1],[0],[0],[1.7643873999986681],['target'],567548,001,2024-10-10_16h01.17.050,visual_search_exp,2024.1.5,None,2024-10-10 16h01.27.271528 +0530,
82,0,82,0,146.47323049999977,,146.3973675999987,10,146.47323049999977,146.47323049999977,0.05589890000192099,148.0434241999974,[-0.345],[0.18833333333333332],[1],[0],[0],[1.5908474999996542],['target'],567548,001,2024-10-10_16h01.17.050,visual_search_exp,2024.1.5,None,2024-10-10 16h01.27.271528 +0530,
83,0,83,0,148.14110710000023,,148.04937349999818,10,148.14110710000023,148.14110710000023,0.05853739999656682,150.01272889999746,[0.23833333333333334],[0.4716666666666667],[1],[0],[0],[1.905427800000325],['target'],567548,001,2024-10-10_16h01.17.050,visual_search_exp,2024.1.5,None,2024-10-10 16h01.27.271528 +0530,
84,0,84,0,150.0938341000001,,150.01867429999766,10,150.0938341000001,150.0938341000001,0.054511899998033186,151.89828699999998,[0.49],[-0.058333333333333334],[1],[0],[0],[1.8257334000008996],['target'],567548,001,2024-10-10_16h01.17.050,visual_search_exp,2024.1.5,None,2024-10-10 16h01.27.271528 +0530,
85,0,85,0,151.9630464999973,,151.90447569999742,5,151.9630464999973,151.9630464999973,0.0286880999992718,153.38403760000074,[0.4716666666666667],[0.36333333333333334],[1],[0],[0],[1.451504999997269],['target'],567548,001,2024-10-10_16h01.17.050,visual_search_exp,2024.1.5,None,2024-10-10 16h01.27.271528 +0530,
