stimulus,condition,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text_2.started,instructions.stopped,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,thank_you.started,text_3.started,thank_you.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.028176600113511086,0.040247000055387616,10.006545200012624,,,,,,,,,,,,,,aakash,2024-12-02_19h38.37.101,solo_project,2024.1.5,None,2024-12-02 19h38.52.026275 +0530,
religion  ,control,y,0,0,0,16,10.049090000102296,,,,,10.03152950014919,10.049090000102296,10.516817399999127,10.516817399999127,10.568662000121549,11.416549700079486,y,1,0.8692078001331538,None,,,,aakash,2024-12-02_19h38.37.101,solo_project,2024.1.5,None,2024-12-02 19h38.52.026275 +0530,
recile,ccrl,n,0,1,1,9,11.43397770007141,,,,,11.418377900030464,11.43397770007141,11.934813300147653,11.934813300147653,11.953399399993941,13.010679700179026,n,1,1.0553941999096423,None,,,,aakash,2024-12-02_19h38.37.101,solo_project,2024.1.5,None,2024-12-02 19h38.52.026275 +0530,
density  ,control,y,0,2,2,10,13.035921900067478,,,,,13.011902200058103,13.035921900067478,13.536714600166306,13.536714600166306,13.554656699998304,14.061688200104982,y,1,0.5184813002124429,None,,,,aakash,2024-12-02_19h38.37.101,solo_project,2024.1.5,None,2024-12-02 19h38.52.026275 +0530,
quakity,ccrl,n,0,3,3,33,14.087123300181702,,,,,14.062914700014517,14.087123300181702,14.589754400076345,14.589754400076345,14.620604100171477,15.16616820008494,n,1,0.5668766000308096,None,,,,aakash,2024-12-02_19h38.37.101,solo_project,2024.1.5,None,2024-12-02 19h38.52.026275 +0530,
dispute  ,control,y,0,4,4,26,15.188119400059804,,,,,15.167416200041771,15.188119400059804,15.68875760002993,15.68875760002993,15.706948700128123,16.280904700048268,y,1,0.5775911000091583,None,,,,aakash,2024-12-02_19h38.37.101,solo_project,2024.1.5,None,2024-12-02 19h38.52.026275 +0530,
conbicer,ccrl,n,0,5,5,5,16.306254300056025,,,,,16.282116000074893,16.306254300056025,16.806621700059623,16.806621700059623,16.82629520003684,17.35140290018171,n,1,0.5302120000123978,None,,,,aakash,2024-12-02_19h38.37.101,solo_project,2024.1.5,None,2024-12-02 19h38.52.026275 +0530,
numerical  ,control,y,0,6,6,36,17.373886000132188,,,,,17.352564900182188,17.373886000132188,17.87462030001916,17.87462030001916,17.893300800118595,18.38495870004408,y,1,0.49553900002501905,None,,,,aakash,2024-12-02_19h38.37.101,solo_project,2024.1.5,None,2024-12-02 19h38.52.026275 +0530,
mifikary,ccrl,n,0,7,7,29,18.408280899981037,,,,,18.38618370005861,18.408280899981037,18.910648900084198,18.910648900084198,18.910648900084198,19.369896000018343,n,1,0.45765710016712546,None,,,,aakash,2024-12-02_19h38.37.101,solo_project,2024.1.5,None,2024-12-02 19h38.52.026275 +0530,
coverage  ,control,y,0,8,8,30,19.391943600028753,,,,,19.371125100180507,19.391943600028753,19.89532080013305,19.89532080013305,19.89532080013305,20.352852100040764,y,1,0.44412380014546216,None,,,,aakash,2024-12-02_19h38.37.101,solo_project,2024.1.5,None,2024-12-02 19h38.52.026275 +0530,
potugar,ccrl,n,0,9,9,35,20.37717010010965,,,,,20.3538683000952,20.37717010010965,20.877851700177416,20.877851700177416,20.896187199978158,21.47015200019814,n,1,0.585788199910894,None,,,,aakash,2024-12-02_19h38.37.101,solo_project,2024.1.5,None,2024-12-02 19h38.52.026275 +0530,
posity,ccrl,n,0,10,10,7,21.495029400102794,,,,,21.47137890011072,21.495029400102794,21.995965000009164,21.995965000009164,22.013912900118157,22.82134240004234,n,1,0.7952891001477838,None,,,,aakash,2024-12-02_19h38.37.101,solo_project,2024.1.5,None,2024-12-02 19h38.52.026275 +0530,
memory  ,control,y,0,11,11,14,22.846566200023517,,,,,22.822563600027934,22.846566200023517,23.347151200054213,23.347151200054213,23.365629500010982,23.872364400187507,y,1,0.5072925998829305,None,,,,aakash,2024-12-02_19h38.37.101,solo_project,2024.1.5,None,2024-12-02 19h38.52.026275 +0530,
debate  ,control,y,0,12,12,12,23.897713400190696,,,,,23.873707100050524,23.897713400190696,24.398319200146943,24.398319200146943,24.416970600141212,25.275647000176832,y,1,0.8592757999431342,None,,,,aakash,2024-12-02_19h38.37.101,solo_project,2024.1.5,None,2024-12-02 19h38.52.026275 +0530,
popular  ,control,y,0,13,13,34,25.2991037000902,,,,,25.276866200147197,25.2991037000902,25.80004550004378,25.80004550004378,25.81810270017013,26.34188580000773,y,1,0.5096330000087619,None,,,,aakash,2024-12-02_19h38.37.101,solo_project,2024.1.5,None,2024-12-02 19h38.52.026275 +0530,
consider  ,control,y,0,14,14,4,26.367086900165305,,,,,26.3431067999918,26.367086900165305,26.868016100022942,26.868016100022942,26.886242300039157,27.378423399990425,y,1,0.493753100046888,None,,,,aakash,2024-12-02_19h38.37.101,solo_project,2024.1.5,None,2024-12-02 19h38.52.026275 +0530,
repifion,ccrl,n,0,15,15,17,27.401520900195464,,,,,27.37966620014049,27.401520900195464,27.902530600083992,27.902530600083992,27.920793800149113,28.494461900088936,n,1,0.5744641998317093,None,,,,aakash,2024-12-02_19h38.37.101,solo_project,2024.1.5,None,2024-12-02 19h38.52.026275 +0530,
