pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line_1.started,line_2.started,line_3.started,line_4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
50,c,2,2,10,2,,,,,25.267898499965668,,25.245927899959497,25.267898499965668,26.268777400022373,26.268777400022373,26.268777400022373,26.268777400022373,26.302146299974993,27.270175999961793,27.270175999961793,27.712526399991475,c,1,0.4146162000251934,None,686082,001,2024-10-17_09h18.40.773,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 09h18.48.572051 +0530,
-150,z,2,3,11,3,,,,,27.73725770006422,,27.715295600006357,27.73725770006422,28.738761199987493,28.738761199987493,28.738761199987493,28.738761199987493,28.771579300053418,29.73941639997065,29.73941639997065,30.115168799995445,z,1,0.35199190001003444,None,686082,001,2024-10-17_09h18.40.773,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 09h18.48.572051 +0530,
-50,x,3,0,12,0,,,,,30.139783499995247,,30.117771900026128,30.139783499995247,31.141817199997604,31.141817199997604,31.141817199997604,31.141817199997604,31.17480220005382,32.142211799975485,32.142211799975485,32.4506895999657,x,1,0.27610290003940463,None,686082,001,2024-10-17_09h18.40.773,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 09h18.48.572051 +0530,
150,v,3,1,13,1,,,,,32.47558740002569,,32.4533047999721,32.47558740002569,33.47681310004555,33.47681310004555,33.47681310004555,33.47681310004555,33.51009029999841,34.47729930002242,34.47729930002242,34.85365060006734,v,1,0.3491189000196755,None,686082,001,2024-10-17_09h18.40.773,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 09h18.48.572051 +0530,
50,c,3,2,14,2,,,,,34.87877109996043,,34.85636820003856,34.87877109996043,35.87938020005822,35.87938020005822,35.87938020005822,35.87938020005822,35.912704800022766,36.88065169996116,36.88065169996116,37.022921600029804,c,1,0.11895360006019473,None,686082,001,2024-10-17_09h18.40.773,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 09h18.48.572051 +0530,
-150,z,3,3,15,3,,,,,37.04759029997513,,37.02557930001058,37.04759029997513,38.04848450003192,38.04848450003192,38.04848450003192,38.04848450003192,38.08180320006795,39.04972370003816,39.04972370003816,39.358073799987324,z,1,0.28328790003433824,None,686082,001,2024-10-17_09h18.40.773,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 09h18.48.572051 +0530,
-50,x,4,0,16,0,,,,,39.38307620002888,,39.360657699988224,39.38307620002888,40.384327200008556,40.384327200008556,40.384327200008556,40.384327200008556,40.41770250000991,41.3854677999625,41.3854677999625,41.69430900004227,x,1,0.2825406000483781,None,686082,001,2024-10-17_09h18.40.773,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 09h18.48.572051 +0530,
150,v,4,1,17,1,,,,,41.718966700020246,,41.69683959998656,41.718966700020246,42.72023440001067,42.72023440001067,42.72023440001067,42.72023440001067,42.75363679998554,43.72141150000971,43.72141150000971,44.0652451000642,v,1,0.31312639999669045,None,686082,001,2024-10-17_09h18.40.773,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 09h18.48.572051 +0530,
50,c,4,2,18,2,,,,,44.08844580000732,,44.06781340006273,44.08844580000732,45.08963289996609,45.08963289996609,45.08963289996609,45.08963289996609,45.12296389997937,46.090689399978146,46.090689399978146,46.39915429998655,c,1,0.28945730009581894,None,686082,001,2024-10-17_09h18.40.773,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 09h18.48.572051 +0530,
-150,z,4,3,19,3,,,,,46.42434220004361,,46.40189169999212,46.42434220004361,47.4254682000028,47.4254682000028,47.4254682000028,47.4254682000028,47.45875780005008,48.42654610006139,48.42654610006139,48.7349116000114,z,1,0.2745680999942124,None,686082,001,2024-10-17_09h18.40.773,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 09h18.48.572051 +0530,
-50,x,5,0,20,0,,,,,48.760179799981415,,48.737512700026855,48.760179799981415,49.76138360006735,49.76138360006735,49.76138360006735,49.76138360006735,49.79477669997141,50.76236809999682,50.76236809999682,51.104342699982226,x,1,0.31421799992676824,None,686082,001,2024-10-17_09h18.40.773,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 09h18.48.572051 +0530,
150,v,5,1,21,1,,,,,51.12944900000002,,51.10698320006486,51.12944900000002,52.13049809995573,52.13049809995573,52.13049809995573,52.13049809995573,52.16379530006088,53.13171300000977,53.13171300000977,53.50723910005763,v,1,0.34219280001707375,None,686082,001,2024-10-17_09h18.40.773,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 09h18.48.572051 +0530,
50,c,5,2,22,2,,,,,53.532064700033516,,53.50986520003062,53.532064700033516,54.53315799997654,54.53315799997654,54.53315799997654,54.53315799997654,54.56650499999523,55.534352399990894,55.534352399990894,55.909729000064544,c,1,0.341462199925445,None,686082,001,2024-10-17_09h18.40.773,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 09h18.48.572051 +0530,
-150,z,5,3,23,3,,,,,55.9348323000595,,55.91234140004963,55.9348323000595,56.9359835999785,56.9359835999785,56.9359835999785,56.9359835999785,56.96904670004733,57.93716760003008,57.93716760003008,58.2456119999988,z,1,0.29335559997707605,None,686082,001,2024-10-17_09h18.40.773,motor_sequence_learning_exp,2024.1.5,None,2024-10-17 09h18.48.572051 +0530,
